SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2011,Total,Obligated,190248.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2011,Total,Obligated,69335.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Logistics Operations,2011,Total,Obligated,1255037.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Technical Support Activities,2011,Total,Obligated,847042.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,313865.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Base Support,2011,Total,Obligated,1336993.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,841747.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2011,Total,Obligated,657177.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Other Servicewide Activities,2011,Total,Obligated,1748990.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Civil Air Patrol,2011,Total,Obligated,27048.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Judgment Fund,2011,Total,Obligated,1906.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Support to Other Nations,International Support,2011,Total,Obligated,48156.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,NA,Classified Programs,2011,Total,Obligated,1330494.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2011,Total,Obligated,1888527.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2011,Total,Obligated,112171.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2011,Total,Obligated,571338.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,223506.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2011,Total,Obligated,445108.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,71210.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2011,Total,Obligated,35562.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2011,Total,Obligated,20020.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2011,Total,Obligated,7765.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Audiovisual,2011,Total,Obligated,1313.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Aircraft Operations,2011,Total,Obligated,3613859.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2011,Total,Obligated,803110.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2011,Total,Obligated,627138.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,352029.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2011,Total,Obligated,734350.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,34867.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2011,Total,Obligated,34230.0,0.0
2013,Army,Operation and Maitenance,Army - Environmental Restoration,Defense Environmental Restoration Fund,Environmental Restoration,2011,Total,Obligated,0.0,0.0
2013,Navy,Operation and Maitenance,Navy - Environmental Restoration,Administration,Environmental Restoration,2011,Total,Obligated,0.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Environmental Restoration,Administration,Environmental Restoration,2011,Total,Obligated,0.0,0.0
2013,Navy,Operation and Maitenance,Navy - Payment to Kaho'olawe Island Fund,Logistics Operations and Technical Support,Payment To Kaho'Olawe Island Fund,2011,Total,Obligated,193.0,0.0
2013,Army,Operation and Maitenance,Army - Operations Support,Administration,"Support Of International Sporting Competitions, Defense",2011,Total,Obligated,2121.0,0.0
2013,Army,Operation and Maitenance,Army - Concept Obligations,"National Science Center, Army","National Science Center, Army",2011,Total,Obligated,0.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2011,Total,Obligated,906.0,0.0
2013,Army,Operation and Maitenance,Army - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2011,Total,Obligated,4131.0,0.0
2013,Navy,Operation and Maitenance,Navy - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2011,Total,Obligated,4074.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2011,Total,Obligated,13219.0,0.0
2013,Army,Operation and Maitenance,Army - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2011,Total,Obligated,27149.0,0.0
2013,Navy,Operation and Maitenance,Navy - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2011,Total,Obligated,3108.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2012,Base,Enacted,0.0,793730.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2012,Base,Enacted,0.0,64566.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2012,Base,Enacted,0.0,511275.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2012,Base,Enacted,0.0,290098.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2012,Base,Enacted,0.0,256269.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2012,Base,Enacted,0.0,729371.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2012,Base,Enacted,0.0,2553522.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Systems Readiness,2012,Base,Enacted,0.0,348548.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Depot Maintenance,2012,Base,Enacted,0.0,950166.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Base Operations Support,2012,Base,Enacted,0.0,7405083.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,"Facilities Sustainment, Restoration & Modernization",2012,Base,Enacted,0.0,2471860.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Management and Operational Headquarters,2012,Base,Enacted,0.0,375189.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Combatant Commanders Core Operations,2012,Base,Enacted,0.0,177805.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Additional Activities,2012,Base,Enacted,0.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Commanders Emergency Response Program,2012,Base,Enacted,0.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,RESET,2012,Base,Enacted,0.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Combatant Commanders Ancillary Missions,2012,Base,Enacted,0.0,435638.0
2013,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Strategic Mobility,2012,Base,Enacted,0.0,387561.0
2013,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Army Prepositioned Stocks,2012,Base,Enacted,0.0,167572.0
2013,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Industrial Preparedness,2012,Base,Enacted,0.0,7515.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Officer Acquisition,2012,Base,Enacted,0.0,113348.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Recruit Training,2012,Base,Enacted,0.0,75598.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,One Station Unit Training,2012,Base,Enacted,0.0,51627.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Senior Reserve Officers Training Corps,2012,Base,Enacted,0.0,458186.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2012,Base,Enacted,0.0,1055960.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2012,Base,Enacted,0.0,1088954.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2012,Base,Enacted,0.0,189134.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2012,Base,Enacted,0.0,614617.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2012,Base,Enacted,0.0,536584.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2012,Base,Enacted,0.0,166598.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2012,Base,Enacted,0.0,240611.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2012,Base,Enacted,0.0,209086.0
2013,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2012,Base,Enacted,0.0,170498.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2012,Base,Enacted,0.0,483506.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Central Supply Activities,2012,Base,Enacted,0.0,669728.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Logistics Operations,2012,Base,Enacted,0.0,481387.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Ammunition Management,2012,Base,Enacted,0.0,382960.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2012,Base,Enacted,0.0,729426.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2012,Base,Enacted,0.0,1511405.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2012,Base,Enacted,0.0,337007.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2012,Base,Enacted,0.0,214365.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Servicewide Activities,2012,Base,Enacted,0.0,1056111.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Army Claims Activities,2012,Base,Enacted,0.0,212443.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Real Estate Management,2012,Base,Enacted,0.0,167560.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Base Operations Support,2012,Base,Enacted,0.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support to Other Nations,Support of NATO Operations,2012,Base,Enacted,0.0,439630.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support to Other Nations,Misc. Support of Other Nations,2012,Base,Enacted,0.0,20089.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,NA,Classified Programs,2012,Base,Enacted,0.0,950699.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2012,Base,Enacted,0.0,1091.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2012,Base,Enacted,0.0,18129.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2012,Base,Enacted,0.0,492097.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2012,Base,Enacted,0.0,137062.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2012,Base,Enacted,0.0,595208.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2012,Base,Enacted,0.0,67343.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2012,Base,Enacted,0.0,448399.0
