,SourceFiscalYear,AccountDSI,MilDeptDW,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,AGtitle,LineNumber,SAG,SAG.Title,IncludeInTOA,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,EnactedType,PBtotal,PBtype,SpecialTotal,SpecialType,BudgetSubActivityTitle,BudgetLineItem,Var.16
6967,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,430,435,Other Service Support,Y,U,2013,OCO,NA,NA,72293,NA,NA,NA,NA,,,NA
6968,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,440,436,Army Claims Activities,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6969,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,450,437,Real Estate Management,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6970,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,460,438,Base Operations Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6971,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Support of Other Nations,470,441,Support of NATO Operations,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6972,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Support of Other Nations,480,442,Misc. Support of Other Nations,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6973,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Administration,490,451,Closed Account Adjustments,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6974,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Administration,500,471,Foreign Currency Fluctuation,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6975,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Administration,510,493,Defense Environmental Restoration Account (DERA),Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6976,2014,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Judgment Fund,520,461,Judgment Fund,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6977,2014,2020A,,"Operation & Maintenance, Army",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2013,OCO,NA,NA,1828717,NA,NA,NA,NA,,,NA
6978,2014,2020A,,"Operation & Maintenance, Army",Army,20,Undistributed,Undistributed,530,CR,Adj to Match Continuing Resolution,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6979,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,10,111,Maneuver Units,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6980,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,20,112,Modular Support Brigades,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6981,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,30,113,Echelons Above Brigade,Y,U,2013,OCO,NA,NA,78600,NA,NA,NA,NA,,,NA
6982,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,40,114,Theater Level Assets,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6983,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,50,115,Land Forces Operations Support,Y,U,2013,OCO,NA,NA,20811,NA,NA,NA,NA,,,NA
6984,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,60,116,Aviation Assets,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6985,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness,70,121,Force Readiness Operations Support,Y,U,2013,OCO,NA,NA,20726,NA,NA,NA,NA,,,NA
6986,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness,80,122,Land Forces Systems Readiness,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6987,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness,90,123,Land Forces Depot Maintenance,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6988,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,100,131,Base Operations Support,Y,U,2013,OCO,NA,NA,34400,NA,NA,NA,NA,,,NA
6989,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,110,132,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6990,2014,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,120,133,Management and Operational Hq's,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6991,2014,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Logistics Operations,130,421,Servicewide Transportation,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6992,2014,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,140,431,Administration,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6993,2014,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,150,432,Servicewide Communications,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6994,2014,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,160,433,Manpower Management,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6995,2014,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,170,434,Recruiting and Advertising,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6996,2014,2080A,,"Operation & Maintenance, Army Res",Army,20,Undistributed,Undistributed,180,CR,Adj to Match Continuing Resolution,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
6997,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,10,111,Maneuver Units,Y,U,2013,OCO,NA,NA,38485,NA,NA,NA,NA,,,NA
6998,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,20,112,Modular Support Brigades,Y,U,2013,OCO,NA,NA,1959,NA,NA,NA,NA,,,NA
6999,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,30,113,Echelons Above Brigade,Y,U,2013,OCO,NA,NA,20076,NA,NA,NA,NA,,,NA
7000,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,40,114,Theater Level Assets,Y,U,2013,OCO,NA,NA,2028,NA,NA,NA,NA,,,NA
7001,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,50,115,Land Forces Operations Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7002,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,60,116,Aviation Assets,Y,U,2013,OCO,NA,NA,183811,NA,NA,NA,NA,,,NA
7003,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness,70,121,Force Readiness Operations Support,Y,U,2013,OCO,NA,NA,43780,NA,NA,NA,NA,,,NA
7004,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness,80,122,Land Forces Systems Readiness,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7005,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness,90,123,Land Forces Depot Maintenance,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7006,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness Support,100,131,Base Operations Support,Y,U,2013,OCO,NA,NA,70237,NA,NA,NA,NA,,,NA
7007,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness Support,110,132,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7008,2014,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness Support,120,133,Management and Operational Hq's,Y,U,2013,OCO,NA,NA,20072,NA,NA,NA,NA,,,NA
7009,2014,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Logistics Operations,130,421,Servicewide Transportation,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7010,2014,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,140,437,Real Estate Management,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7011,2014,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,150,431,Administration,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7012,2014,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,160,432,Servicewide Communications,Y,U,2013,OCO,NA,NA,2000,NA,NA,NA,NA,,,NA
7013,2014,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,170,433,Manpower Management,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7014,2014,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,180,434,Recruiting and Advertising,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7015,2014,2065A,,"Operation & Maintenance, ARNG",Army,20,Undistributed,Undistributed,190,CR,Adj to Match Continuing Resolution,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7016,2014,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,10,110,Sustainment,Y,U,2013,OCO,NA,NA,2523825,NA,NA,NA,NA,,,NA
7017,2014,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,20,120,Infrastructure,Y,U,2013,OCO,NA,NA,190000,NA,NA,NA,NA,,,NA
7018,2014,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,30,130,Equipment and Transportation,Y,U,2013,OCO,NA,NA,241521,NA,NA,NA,NA,,,NA
7019,2014,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,40,140,Training and Operations,Y,U,2013,OCO,NA,NA,758380,NA,NA,NA,NA,,,NA
7020,2014,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Administration,50,100,Afghanistan Security Forces Fund,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7021,2014,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,60,210,Sustainment,Y,U,2013,OCO,NA,NA,1305950,NA,NA,NA,NA,,,NA
7022,2014,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,70,220,Infrastructure,Y,U,2013,OCO,NA,NA,50000,NA,NA,NA,NA,,,NA
7023,2014,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,80,230,Equipment and Transportation,Y,U,2013,OCO,NA,NA,84859,NA,NA,NA,NA,,,NA
7024,2014,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,90,240,Training and Operations,Y,U,2013,OCO,NA,NA,569868,NA,NA,NA,NA,,,NA
7025,2014,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Administration,100,200,Ministry Of Interior,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7026,2014,2091A,,Afghanistan Security Forces Fund,Army,4,Detainee Ops,Related Activities,110,410,Sustainment,Y,U,2013,OCO,NA,NA,18325,NA,NA,NA,NA,,,NA
7027,2014,2091A,,Afghanistan Security Forces Fund,Army,4,Detainee Ops,Related Activities,120,420,Infrastructue,Y,U,2013,OCO,NA,NA,1200,NA,NA,NA,NA,,,NA
7028,2014,2091A,,Afghanistan Security Forces Fund,Army,4,Detainee Ops,Related Activities,130,430,Equipment & Transportation,Y,U,2013,OCO,NA,NA,1239,NA,NA,NA,NA,,,NA
7029,2014,2091A,,Afghanistan Security Forces Fund,Army,4,Detainee Ops,Related Activities,140,440,Training and Operations,Y,U,2013,OCO,NA,NA,4000,NA,NA,NA,NA,,,NA
7030,2014,2091A,,Afghanistan Security Forces Fund,Army,5,Contributions,Related Activities,150,500,Contributions,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7031,2014,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,10,11,Power,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7032,2014,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,20,110,Power,Y,U,2013,OCO,NA,NA,4.00E+05,NA,NA,NA,NA,,,NA
7033,2014,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,30,120,Transportation,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7034,2014,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,40,130,Water,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7035,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,10,1A1A,Mission and Other Flight Operations,Y,U,2013,OCO,NA,NA,937098,NA,NA,NA,NA,,,NA
7036,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,20,1A2A,Fleet Air Training,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7037,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,30,1A3A,Aviation Technical Data & Engineering Services,Y,U,2013,OCO,NA,NA,1000,NA,NA,NA,NA,,,NA
7038,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,40,1A4A,Air Operations and Safety Support,Y,U,2013,OCO,NA,NA,15794,NA,NA,NA,NA,,,NA
7039,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,50,1A4N,Air Systems Support,Y,U,2013,OCO,NA,NA,19013,NA,NA,NA,NA,,,NA
7040,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,60,1A5A,Aircraft Depot Maintenance,Y,U,2013,OCO,NA,NA,201912,NA,NA,NA,NA,,,NA
7041,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,70,1A6A,Aircraft Depot Operations Support,Y,U,2013,OCO,NA,NA,3000,NA,NA,NA,NA,,,NA
7042,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,80,1A9A,Aviation Logistics,Y,U,2013,OCO,NA,NA,44150,NA,NA,NA,NA,,,NA
7043,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,90,1B1B,Mission and Other Ship Operations,Y,U,2013,OCO,NA,NA,463738,NA,NA,NA,NA,,,NA
7044,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,100,1B2B,Ship Operations Support & Training,Y,U,2013,OCO,NA,NA,24774,NA,NA,NA,NA,,,NA
7045,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,110,1B4B,Ship Depot Maintenance,Y,U,2013,OCO,NA,NA,1310010,NA,NA,NA,NA,,,NA
7046,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,120,1B5B,Ship Depot Operations Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7047,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,130,1C1C,Combat Communications,Y,U,2013,OCO,NA,NA,42965,NA,NA,NA,NA,,,NA
7048,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,140,1C2C,Electronic Warfare,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7049,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,150,1C3C,Space Systems and Surveillance,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7050,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,160,1C4C,Warfare Tactics,Y,U,2013,OCO,NA,NA,25970,NA,NA,NA,NA,,,NA
7051,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,170,1C5C,Operational Meteorology and Oceanography,Y,U,2013,OCO,NA,NA,19226,NA,NA,NA,NA,,,NA
7052,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,180,1C6C,Combat Support Forces,Y,U,2013,OCO,NA,NA,1668359,NA,NA,NA,NA,,,NA
7053,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,190,1C7C,Equipment Maintenance,Y,U,2013,OCO,NA,NA,7954,NA,NA,NA,NA,,,NA
7054,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,200,1C8C,Depot Operations Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7055,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,210,1CCH,Combatant Commanders Core Operations,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7056,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,220,1CCM,Combatant Commanders Direct Mission Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7057,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,230,1D1D,Cruise Missile,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7058,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,240,1D2D,Fleet Ballistic Missile,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7059,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,250,1D3D,In-Service Weapons Systems Support,Y,U,2013,OCO,NA,NA,94655,NA,NA,NA,NA,,,NA
7060,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,260,1D4D,Weapons Maintenance,Y,U,2013,OCO,NA,NA,303087,NA,NA,NA,NA,,,NA
7061,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,270,1D7D,Other Weapon Systems Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7062,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,280,BSIT,Enterprise Information,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7063,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,290,BSM1,"Sustainment, Restoration and Modernization",Y,U,2013,OCO,NA,NA,3218,NA,NA,NA,NA,,,NA
7064,2014,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,300,BSS1,Base Operating Support,Y,U,2013,OCO,NA,NA,143442,NA,NA,NA,NA,,,NA
7065,2014,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Ready Reserve and Prepositioning Force,310,2A1F,Ship Prepositioning and Surge,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7066,2014,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Activations/Inactivations,320,2B1G,Aircraft Activations/Inactivations,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7067,2014,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Activations/Inactivations,330,2B2G,Ship Activations/Inactivations,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7068,2014,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,340,2C1H,Expeditionary Health Services Systems,Y,U,2013,OCO,NA,NA,31395,NA,NA,NA,NA,,,NA
7069,2014,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,350,2C2H,Industrial Readiness,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7070,2014,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,360,2C3H,Coast Guard Support,Y,U,2013,OCO,NA,NA,254461,NA,NA,NA,NA,,,NA
7071,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,370,3A1J,Officer Acquisition,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7072,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,380,3A2J,Recruit Training,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7073,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,390,3A3J,Reserve Officers Training Corps,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7074,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,400,3B1K,Specialized Skill Training,Y,U,2013,OCO,NA,NA,50903,NA,NA,NA,NA,,,NA
7075,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,410,3B2K,Flight Training,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7076,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,420,3B3K,Professional Development Education,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7077,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,430,3B4K,Training Support,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7078,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,440,3C1L,Recruiting and Advertising,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7079,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,450,3C3L,Off-Duty and Voluntary Education,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7080,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,460,3C4L,Civilian Education and Training,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7081,2014,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,470,3C5L,Junior ROTC,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7082,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,480,4A1M,Administration,Y,U,2013,OCO,NA,NA,1377,NA,NA,NA,NA,,,NA
7083,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,490,4A2M,External Relations,Y,U,2013,OCO,NA,NA,487,NA,NA,NA,NA,,,NA
7084,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,500,4A3M,Civilian Manpower and Personnel Management,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7085,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,510,4A4M,Military Manpower and Personnel Management,Y,U,2013,OCO,NA,NA,6022,NA,NA,NA,NA,,,NA
7086,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,520,4A5M,Other Personnel Support,Y,U,2013,OCO,NA,NA,3514,NA,NA,NA,NA,,,NA
7087,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,530,4A6M,Servicewide Communications,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7088,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,540,4A8M,Medical Activities,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7089,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,550,4B1N,Servicewide Transportation,Y,U,2013,OCO,NA,NA,184864,NA,NA,NA,NA,,,NA
7090,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,560,4B2E,Environmental Programs,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7091,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,570,4B2N,"Planning, Engineering and Design",Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7092,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,580,4B3N,Acquisition and Program Management,Y,U,2013,OCO,NA,NA,2026,NA,NA,NA,NA,,,NA
7093,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,590,4B5N,"Hull, Mechanical and Electrical Support",Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7094,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,600,4B6N,Combat/Weapons Systems,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7095,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,610,4B7N,Space and Electronic Warfare Systems,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7096,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Investigations and Security Programs,620,4C1P,Naval Investigative Service,Y,U,2013,OCO,NA,NA,1425,NA,NA,NA,NA,,,NA
7097,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Support of Other Nations,680,4D1Q,International Headquarters and Agencies,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7098,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,690,4EMM,Cancelled Account Adjustments,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7099,2014,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,700,4EPJ,Judgement Fund,Y,U,2013,OCO,NA,NA,0,NA,NA,NA,NA,,,NA
7100,2014,1804N,,"Operation & Maintenance, Navy",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2013,OCO,NA,NA,14556,NA,NA,NA,NA,,,NA
