"AccountDSI","AccountTitle","Organization","SourceFiscalYear","FiscalYear","Base","OCO","OMBbureau","pOCO"
"3020F","Missile Procurement, Air Force","",2014,"2013",1097483,0,"Procurement",0
"3020F","Missile Procurement, Air Force","",2015,"2014",537299,0,"Procurement",0
"3020F","Missile Procurement, Air Force","",2016,"2015",818000,0,"Procurement",0
"3020F","Missile Procurement, Air Force","",2017,"2016",852621,0,"Procurement",0
"3020F","Missile Procurement, Air Force","AF",2012,"2011",5014072,36625,"Procurement",0.00725147440046394
"3020F","Missile Procurement, Air Force","AF",2013,"2012",5299144,41220,"Procurement",0.00771857498852138
"3020F","Missile Procurement, Air Force","AF",2014,"2013",4812691,34350,"Procurement",0.00708679790412336
"3020F","Missile Procurement, Air Force","AF",2015,"2014",3787238,24200,"Procurement",0.00634930963064334
"3020F","Missile Procurement, Air Force","AF",2016,"2015",3808015,136189,"Procurement",0.0345288935359327
"3020F","Missile Procurement, Air Force","AF",2017,"2016",2057591,289142,"Procurement",0.123210437659504
"3021F","Space Procurement, Air Force","AF",2016,"2015",0,0,"Procurement",
"3021F","Space Procurement, Air Force","AF",2017,"2016",2811456,0,"Procurement",0
"3080F","Other Procurement, Air Force","",2012,"2011",14258508,2822166,"Procurement",0.165225681375337
"3080F","Other Procurement, Air Force","",2013,"2012",14770526,2965198,"Procurement",0.167187874597056
"3080F","Other Procurement, Air Force","",2014,"2013",14331312,2672317,"Procurement",0.157161568274631
"3080F","Other Procurement, Air Force","",2015,"2014",14623140,2323501,"Procurement",0.137106875633938
"3080F","Other Procurement, Air Force","",2016,"2015",14270004,3320688,"Procurement",0.188775290932273
"3080F","Other Procurement, Air Force","",2017,"2016",15579706,3349536,"Procurement",0.176950350151369
"3080F","Other Procurement, Air Force","AF",2012,"2011",2811549,371531,"Procurement",0.116720597660128
"3080F","Other Procurement, Air Force","AF",2013,"2012",2629053,123312,"Procurement",0.0448021973829779
"3080F","Other Procurement, Air Force","AF",2014,"2013",3121561,145953,"Procurement",0.0446679034887073
"3080F","Other Procurement, Air Force","AF",2015,"2014",1948028,194345,"Procurement",0.0907148288369952
"3080F","Other Procurement, Air Force","AF",2016,"2015",2509629,286838,"Procurement",0.102571566194058
"3080F","Other Procurement, Air Force","AF",2017,"2016",2730757,127465,"Procurement",0.0445959061262561
"0107D","Office of the Inspector General","IG",2012,"2011",0,0,"RDT&E",
"0107D","Office of the Inspector General","IG",2013,"2012",4500,0,"RDT&E",0
"0107D","Office of the Inspector General","IG",2014,"2013",0,0,"RDT&E",
"0107D","Office of the Inspector General","IG",2016,"2015",1400,0,"RDT&E",0
"0107D","Office of the Inspector General","IG",2017,"2016",2100,0,"RDT&E",0
"0130D","Defense Health Program","DHA",2015,"2014",1552275,0,"RDT&E",0
"0130D","Defense Health Program","DHA",2016,"2015",1730536,0,"RDT&E",0
"0130D","Defense Health Program","DHA",2017,"2016",2121452,0,"RDT&E",0
"0130D","Defense Health Program","DHP",2012,"2011",499913,0,"RDT&E",0
"0130D","Defense Health Program","DHP",2013,"2012",1266787,0,"RDT&E",0
"0130D","Defense Health Program","DHP",2014,"2013",672977,0,"RDT&E",0
"0130D","Defense Health Program","DHP",2015,"2014",0,0,"RDT&E",
"0390D","Chem Agents & Munitions Destruction","ARMY",2012,"2011",392811,0,"RDT&E",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2013,"2012",406731,0,"RDT&E",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2014,"2013",647351,0,"RDT&E",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2015,"2014",633911,0,"RDT&E",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2016,"2015",595913,0,"RDT&E",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2017,"2016",579342,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","",2012,"2011",3893596,123925,"RDT&E",0.030846136211858
"0400D","Research, Development, Test & Eval, DW","",2013,"2012",4022932,125361,"RDT&E",0.0302199000890246
"0400D","Research, Development, Test & Eval, DW","",2014,"2013",3818771,107387,"RDT&E",0.0273516756075532
"0400D","Research, Development, Test & Eval, DW","",2015,"2014",3490324,66208,"RDT&E",0.0186158876118646
"0400D","Research, Development, Test & Eval, DW","",2016,"2015",3193305,163447,"RDT&E",0.0486920094186285
"0400D","Research, Development, Test & Eval, DW","",2017,"2016",3476436,137087,"RDT&E",0.0379372152882381
"0400D","Research, Development, Test & Eval, DW","BTA",2012,"2011",195931,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","BTA",2013,"2012",0,0,"RDT&E",
"0400D","Research, Development, Test & Eval, DW","CBDP",2012,"2011",1207761,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","CBDP",2013,"2012",1140215,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","CBDP",2014,"2013",1105803,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","CBDP",2015,"2014",1111246,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","CBDP",2016,"2015",1040794,50000,"RDT&E",0.0458381692601903
"0400D","Research, Development, Test & Eval, DW","CBDP",2017,"2016",978766,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DARPA",2012,"2011",3103271,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DARPA",2013,"2012",2815777,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DARPA",2014,"2013",2817176,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DARPA",2015,"2014",2778656,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DARPA",2016,"2015",2870932,45000,"RDT&E",0.0154324586444403
"0400D","Research, Development, Test & Eval, DW","DARPA",2017,"2016",2868281,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DCMA",2012,"2011",11937,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DCMA",2013,"2012",12228,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DCMA",2014,"2013",12699,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DCMA",2015,"2014",13812,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DCMA",2016,"2015",12530,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DCMA",2017,"2016",12042,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DEFW",2014,"2013",1295978,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DHRA",2012,"2011",79114,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DHRA",2013,"2012",63654,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DHRA",2014,"2013",28946,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DHRA",2015,"2014",19410,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DHRA",2016,"2015",19430,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DHRA",2017,"2016",18695,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DISA",2012,"2011",249611,23125,"RDT&E",0.0847889534201572
"0400D","Research, Development, Test & Eval, DW","DISA",2013,"2012",281037,12500,"RDT&E",0.0425840694699476
"0400D","Research, Development, Test & Eval, DW","DISA",2014,"2013",255600,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DISA",2015,"2014",222192,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DISA",2016,"2015",215982,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DISA",2017,"2016",209712,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DLA",2012,"2011",101890,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DLA",2013,"2012",235337,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DLA",2014,"2013",296268,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DLA",2015,"2014",233477,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DLA",2016,"2015",227124,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DLA",2017,"2016",214251,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSCA",2012,"2011",2429,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSCA",2013,"2012",2453,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSCA",2014,"2013",3526,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSCA",2015,"2014",16807,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSCA",2016,"2015",12386,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSCA",2017,"2016",10510,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSS",2012,"2011",5522,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSS",2013,"2012",6206,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSS",2014,"2013",8866,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSS",2015,"2014",7552,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSS",2016,"2015",12658,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DSS",2017,"2016",8462,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTIC",2012,"2011",61054,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTIC",2013,"2012",56269,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTIC",2014,"2013",55454,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTIC",2015,"2014",56024,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTIC",2016,"2015",50789,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTIC",2017,"2016",56775,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTRA",2012,"2011",562624,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTRA",2013,"2012",532781,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTRA",2014,"2013",498194,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTRA",2015,"2014",488882,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTRA",2016,"2015",487802,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","DTRA",2017,"2016",488817,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","MDA",2012,"2011",7454634,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","MDA",2013,"2012",6495230,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","MDA",2014,"2013",6224693,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","MDA",2015,"2014",5537221,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","MDA",2016,"2015",5647845,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","MDA",2017,"2016",6215381,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","NSA",2012,"2011",443649,750,"RDT&E",0.00168767256451972
"0400D","Research, Development, Test & Eval, DW","NSA",2013,"2012",388212,32850,"RDT&E",0.0780170141214358
"0400D","Research, Development, Test & Eval, DW","NSA",2014,"2013",228696,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","NSA",2015,"2014",215906,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","NSA",2016,"2015",171774,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","NSA",2017,"2016",211858,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","OSD",2012,"2011",2825165,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","OSD",2013,"2012",2559944,9200,"RDT&E",0.00358095926113912
"0400D","Research, Development, Test & Eval, DW","OSD",2014,"2013",2091252,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","OSD",2015,"2014",2404427,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","OSD",2016,"2015",2619089,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","OSD",2017,"2016",3279688,40000,"RDT&E",0.0120493251173002
"0400D","Research, Development, Test & Eval, DW","SOCOM",2012,"2011",338120,9440,"RDT&E",0.0271607779951663
"0400D","Research, Development, Test & Eval, DW","SOCOM",2013,"2012",463768,14450,"RDT&E",0.0302163448469108
"0400D","Research, Development, Test & Eval, DW","SOCOM",2014,"2013",427465,5000,"RDT&E",0.011561629264796
"0400D","Research, Development, Test & Eval, DW","SOCOM",2015,"2014",356662,12000,"RDT&E",0.0325501407793589
"0400D","Research, Development, Test & Eval, DW","SOCOM",2016,"2015",483801,11200,"RDT&E",0.0226262169167335
"0400D","Research, Development, Test & Eval, DW","SOCOM",2017,"2016",554145,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","TJS",2012,"2011",125014,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","TJS",2013,"2012",84664,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","TJS",2014,"2013",108648,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","TJS",2015,"2014",125016,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","TJS",2016,"2015",150372,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","TJS",2017,"2016",76865,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","UNDD",2012,"2011",-36505,14488,"RDT&E",-0.658036971431167
"0400D","Research, Development, Test & Eval, DW","WHS",2012,"2011",278,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","WHS",2013,"2012",167,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","WHS",2014,"2013",104,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","WHS",2015,"2014",607,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","WHS",2016,"2015",612,0,"RDT&E",0
"0400D","Research, Development, Test & Eval, DW","WHS",2017,"2016",975,0,"RDT&E",0
"0460D","Operational Test & Eval, Defense","OTE",2012,"2011",188237,0,"RDT&E",0
"0460D","Operational Test & Eval, Defense","OTE",2013,"2012",188037,0,"RDT&E",0
"0460D","Operational Test & Eval, Defense","OTE",2014,"2013",189188,0,"RDT&E",0
"0460D","Operational Test & Eval, Defense","OTE",2015,"2014",246091,0,"RDT&E",0
"0460D","Operational Test & Eval, Defense","OTE",2016,"2015",208711,0,"RDT&E",0
"0460D","Operational Test & Eval, Defense","OTE",2017,"2016",187483,0,"RDT&E",0
"1319N","Research, Development, Test & Eval, Navy","",2012,"2011",1284901,32901,"RDT&E",0.0249665731270707
"1319N","Research, Development, Test & Eval, Navy","",2013,"2012",1306945,33784,"RDT&E",0.0251982317082721
"1319N","Research, Development, Test & Eval, Navy","",2014,"2013",1151159,33784,"RDT&E",0.0285110760601987
"1319N","Research, Development, Test & Eval, Navy","",2015,"2014",1385048,34426,"RDT&E",0.0242526456983361
"1319N","Research, Development, Test & Eval, Navy","",2016,"2015",1162673,35080,"RDT&E",0.0292881754418482
"1319N","Research, Development, Test & Eval, Navy","",2017,"2016",1492185,35747,"RDT&E",0.0233956746766217
"1319N","Research, Development, Test & Eval, Navy","NAVY",2012,"2011",18623585,66736,"RDT&E",0.00357061818253416
"1319N","Research, Development, Test & Eval, Navy","NAVY",2013,"2012",16432630,20100,"RDT&E",0.00122168175129599
"1319N","Research, Development, Test & Eval, Navy","NAVY",2014,"2013",16696982,26335,"RDT&E",0.00157474740208536
"1319N","Research, Development, Test & Eval, Navy","NAVY",2015,"2014",13561281,0,"RDT&E",0
"1319N","Research, Development, Test & Eval, Navy","NAVY",2016,"2015",14791931,940,"RDT&E",6.35441220301319e-05
"1319N","Research, Development, Test & Eval, Navy","NAVY",2017,"2016",16619062,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","",2012,"2011",4447,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","",2013,"2012",4536,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","",2014,"2013",4628,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","",2015,"2014",4717,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","",2016,"2015",4802,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","",2017,"2016",4536,0,"RDT&E",0
"2040A","Research, Development, Test & Eval, Army","ARMY",2012,"2011",11410067,57962,"RDT&E",0.00505422509831463
"2040A","Research, Development, Test & Eval, Army","ARMY",2013,"2012",8737179,18513,"RDT&E",0.00211439598377832
"2040A","Research, Development, Test & Eval, Army","ARMY",2014,"2013",8790586,19860,"RDT&E",0.00225414241231375
"2040A","Research, Development, Test & Eval, Army","ARMY",2015,"2014",7117964,13500,"RDT&E",0.00189301944173034
"2040A","Research, Development, Test & Eval, Army","ARMY",2016,"2015",6668344,2000,"RDT&E",0.000299834611228446
"2040A","Research, Development, Test & Eval, Army","ARMY",2017,"2016",7557634,1500,"RDT&E",0.000198435429243614
"3024F","Tanker Replacement Transfer Fund, AF","AF",2012,"2011",291715,0,"RDT&E",0
"3600F","Research, Development, Test & Eval, AF","",2012,"2011",12406781,199373,"RDT&E",0.0158155294628322
"3600F","Research, Development, Test & Eval, AF","",2013,"2012",11899828,69000,"RDT&E",0.00576497548465063
"3600F","Research, Development, Test & Eval, AF","",2014,"2013",11172183,53150,"RDT&E",0.0047348261294342
"3600F","Research, Development, Test & Eval, AF","",2015,"2014",11021460,9000,"RDT&E",0.000815922454729902
"3600F","Research, Development, Test & Eval, AF","",2016,"2015",11127211,14706,"RDT&E",0.00131988059146375
"3600F","Research, Development, Test & Eval, AF","",2017,"2016",12071051,16800,"RDT&E",0.00138982520548938
"3600F","Research, Development, Test & Eval, AF","AF",2012,"2011",15552375,-10406,"RDT&E",-0.000669541935130613
"3600F","Research, Development, Test & Eval, AF","AF",2013,"2012",14580373,190600,"RDT&E",0.0129036861688123
"3600F","Research, Development, Test & Eval, AF","AF",2014,"2013",15470077,0,"RDT&E",0
"3600F","Research, Development, Test & Eval, AF","AF",2015,"2014",12550177,0,"RDT&E",0
"3600F","Research, Development, Test & Eval, AF","AF",2016,"2015",12503263,0,"RDT&E",0
"3600F","Research, Development, Test & Eval, AF","AF",2017,"2016",13123406,300,"RDT&E",2.28593965759367e-05
"4557N","National Defense Sealift Fund","NAVY",2012,"2011",28012,0,"RDT&E",0
"4557N","National Defense Sealift Fund","NAVY",2013,"2012",48443,0,"RDT&E",0
"4557N","National Defense Sealift Fund","NAVY",2014,"2013",42811,0,"RDT&E",0
"4557N","National Defense Sealift Fund","NAVY",2015,"2014",44993,0,"RDT&E",0
"4557N","National Defense Sealift Fund","NAVY",2016,"2015",24417,0,"RDT&E",0
"4557N","National Defense Sealift Fund","NAVY",2017,"2016",25197,0,"RDT&E",0
"0391D","Chem Demil Const","ARMY",2014,"2013",0,0,"Military Construction",
"0391D","Chem Demil Const","ARMY",2015,"2014",122536,0,"Military Construction",0
"0391D","Chem Demil Const","ARMY",2016,"2015",38715,0,"Military Construction",0
"0391D","Chem Demil Const, Def","ARMY",2012,"2011",0,0,"Military Construction",
"0391D","Chem Demil Const, Def","ARMY",2013,"2012",75312,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DEFW",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","DEFW",2015,"2014",252805,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DEFW",2016,"2015",225043,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DEFW",2017,"2016",176500,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DFAS",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","DHA",2015,"2014",805123,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DHA",2016,"2015",419995,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DHA",2017,"2016",628297,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DIA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","DISA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","DISA",2015,"2014",2615,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DISA",2016,"2015",12216,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DISA",2017,"2016",3884,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DLA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","DLA",2015,"2014",341216,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DLA",2016,"2015",295032,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DLA",2017,"2016",274172,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DODEA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","DODEA",2015,"2014",879118,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DODEA",2016,"2015",443712,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","DODEA",2017,"2016",376060,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","MDA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","MDA",2015,"2014",177095,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","MDA",2016,"2015",60704,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","MDA",2017,"2016",184153,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","NGA",2016,"2015",7239,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","NGA",2017,"2016",27202,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","NSA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","NSA",2015,"2014",529900,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","NSA",2016,"2015",103321,46000,"Military Construction",0.308061156836614
"0500D","Mil Con, Def-Wide","NSA",2017,"2016",69720,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","SOCOM",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","SOCOM",2015,"2014",383290,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","SOCOM",2016,"2015",399564,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","SOCOM",2017,"2016",491151,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","TJS",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","TJS",2015,"2014",9730,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","TJS",2016,"2015",8581,4940,"Military Construction",0.365357591894091
"0500D","Mil Con, Def-Wide","TJS",2017,"2016",8687,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","TMA",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","WHS",2014,"2013",0,0,"Military Construction",
"0500D","Mil Con, Def-Wide","WHS",2015,"2014",64531,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","WHS",2016,"2015",16283,0,"Military Construction",0
"0500D","Mil Con, Def-Wide","WHS",2017,"2016",3041,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DEFW",2013,"2012",220125,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DFAS",2013,"2012",1993,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DIA",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","DIA",2013,"2012",30584,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DISA",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","DISA",2013,"2012",8434,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DLA",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","DLA",2013,"2012",297239,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DODEA",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","DODEA",2013,"2012",550276,0,"Military Construction",0
"0500D","Milcon,Def-Wide","DSS",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","DSS",2013,"2012",46727,0,"Military Construction",0
"0500D","Milcon,Def-Wide","MDA",2013,"2012",67168,0,"Military Construction",0
"0500D","Milcon,Def-Wide","NGA",2013,"2012",63878,0,"Military Construction",0
"0500D","Milcon,Def-Wide","NSA",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","NSA",2013,"2012",361753,0,"Military Construction",0
"0500D","Milcon,Def-Wide","SOCOM",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","SOCOM",2013,"2012",631204,0,"Military Construction",0
"0500D","Milcon,Def-Wide","TJS",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","TJS",2013,"2012",8417,0,"Military Construction",0
"0500D","Milcon,Def-Wide","TMA",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","TMA",2013,"2012",1130140,0,"Military Construction",0
"0500D","Milcon,Def-Wide","UNDD",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","WHS",2012,"2011",0,0,"Military Construction",
"0500D","Milcon,Def-Wide","WHS",2013,"2012",14019,0,"Military Construction",0
"051001A","BRAC - Army","ARMY",2014,"2013",0,0,"Military Construction",
"051001A","BRAC, A","ARMY",2012,"2011",0,0,"Military Construction",
"051001A","BRAC, A","ARMY",2013,"2012",70716,0,"Military Construction",0
"051002N","BRAC - Navy","NAVY",2014,"2013",0,0,"Military Construction",
"051002N","BRAC, N","NAVY",2012,"2011",0,0,"Military Construction",
"051002N","BRAC, N","NAVY",2013,"2012",129351,0,"Military Construction",0
"051003F","BRAC - Air Force","AF",2014,"2013",0,0,"Military Construction",
"051003F","BRAC, AF","AF",2012,"2011",0,0,"Military Construction",
"051003F","BRAC, AF","AF",2013,"2012",123476,0,"Military Construction",0
"051004D","BRAC, Def","UNDD",2012,"2011",0,0,"Military Construction",
"051201A","BRAC - Army","ARMY",2012,"2011",0,0,"Military Construction",
"051201A","BRAC - Army","ARMY",2013,"2012",229190,0,"Military Construction",0
"051201A","FY 2005 BRAC - A","ARMY",2014,"2013",0,0,"Military Construction",
"051202N","BRAC - Navy","NAVY",2012,"2011",0,0,"Military Construction",
"051202N","BRAC - Navy","NAVY",2013,"2012",25829,0,"Military Construction",0
"051202N","FY 2005 BRAC - N","NAVY",2014,"2013",0,0,"Military Construction",
"051203F","BRAC - Air Force","AF",2012,"2011",0,0,"Military Construction",
"051203F","BRAC - Air Force","AF",2013,"2012",1966,0,"Military Construction",0
"051203F","FY 2005 BRAC - AF","AF",2014,"2013",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DCMA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DECA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DFAS",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DIA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DISA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DLA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DMACT",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DODEA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DSS",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","DTRA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","MDA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","NGA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","NGA",2013,"2012",1791,0,"Military Construction",0
"051204D","FY 2005 BRAC - DW","TMA",2012,"2011",0,0,"Military Construction",
"051204D","FY 2005 BRAC - DW","WHS",2012,"2011",0,0,"Military Construction",
"051601A","DoD BRAC - Army","ARMY",2015,"2014",180401,0,"Military Construction",0
