"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","AGtitle","BudgetSubActivityTitle","BudgetLineItem"
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2012,"Total",1146616,,,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2012,"Total",-422165,,,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2012,"Total",313422,,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2012,"Total",0,,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2012,"Total",0,,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2012,"Total",0,,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2012,"Total",50632,,,,,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2012,"Total",309577,,,,,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2012,"Total",0,,,,,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2012,"Total",0,,,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2012,"Total",0,,,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2012,"Total",0,,,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2012,"Total",77372,,,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2012,"Total",0,,,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2012,"Total",0,,,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2012,"Total",400627,,,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2012,"Total",0,,,,,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2012,"Total",0,,,,,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2012,"Total",1376830,,,,,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2012,"Total",0,,,,,"Undistributed",,
2014,"",,,,,,,,,,2012,"Total",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2012,"Total",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2012,"Total",,,,,,,,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks","Y","U",2013,"Base",,,60037,,,"Working Capital Fund",,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"Base",,,41777,,,"Undistributed",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR","Y","U",2013,"Base",,,0,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2013,"Base",,,38000,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2013,"Base",,,39386,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2013,"Base",,,0,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2013,"Base",,,128819,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2013,"Base",,,26598,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2013,"Base",,,29199,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2013,"Base",,,42811,,,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2013,"Base",,,303323,,,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2013,"Base",,,499118,,,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2013,"Base",,,24200,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2013,"Base",,,0,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2013,"Base",,,0,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2013,"Base",,,0,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2013,"Base",,,20319,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2013,"Base",,,45452,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2013,"Base",,,39135,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"Base",,,194,,,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2013,"Base",,,-7521,,,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2013,"Base",,,1371560,,,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"Base",,,13696,,,"Undistributed",,
2014,"",,,,,,,,,,2013,"Base",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2013,"Base",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2013,"Base",,,,,,,,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks","Y","U",2013,"OCO",,,42600,,,"Working Capital Fund",,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR","Y","U",2013,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2013,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2013,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2013,"OCO",,,0,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2013,"OCO",,,0,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2013,"OCO",,,0,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2013,"OCO",,,0,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2013,"OCO",,,0,,,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2013,"OCO",,,0,,,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2013,"OCO",,,230400,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2013,"OCO",,,10000,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2013,"OCO",,,0,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2013,"OCO",,,0,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2013,"OCO",,,220364,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2013,"OCO",,,0,,,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"OCO",,,0,,,"Undistributed",,
2014,"",,,,,,,,,,2013,"OCO",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2013,"OCO",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2013,"OCO",,,,,,,,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks","Y","U",2013,"Total",,102637,,,,"Working Capital Fund",,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"Total",,41777,,,,"Undistributed",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR","Y","U",2013,"Total",,0,,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2013,"Total",,38000,,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2013,"Total",,39386,,,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2013,"Total",,0,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2013,"Total",,128819,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2013,"Total",,26598,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2013,"Total",,29199,,,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2013,"Total",,42811,,,,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2013,"Total",,303323,,,,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2013,"Total",,499118,,,,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2013,"Total",,24200,,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2013,"Total",,230400,,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2013,"Total",,10000,,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2013,"Total",,0,,,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2013,"Total",,20319,,,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2013,"Total",,45452,,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2013,"Total",,259499,,,,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"Total",,194,,,,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2013,"Total",,-7521,,,,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2013,"Total",,1371560,,,,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2013,"Total",,13696,,,,"Undistributed",,
2014,"",,,,,,,,,,2013,"Total",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2013,"Total",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2013,"Total",,,,,,,,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks","Y","U",2014,"Base",,,,,25158,"Working Capital Fund",,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR","Y","U",2014,"Base",,,,,0,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2014,"Base",,,,,134917,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2014,"Base",,,,,43404,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2014,"Base",,,,,0,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2014,"Base",,,,,116784,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2014,"Base",,,,,60703,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2014,"Base",,,,,19809,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2014,"Base",,,,,56058,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2014,"Base",,,,,299025,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2014,"Base",,,,,0,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2014,"Base",,,,,0,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2014,"Base",,,,,61731,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2014,"Base",,,,,0,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2014,"Base",,,,,46428,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2014,"Base",,,,,1413001,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"Base",,,,,0,"Undistributed",,
2014,"",,,,,,,,,,2014,"Base",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2014,"Base",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2014,"Base",,,,,,,,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks","Y","U",2014,"OCO",,,,,44732,"Working Capital Fund",,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR","Y","U",2014,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2014,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2014,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2014,"OCO",,,,,0,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2014,"OCO",,,,,0,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2014,"OCO",,,,,0,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2014,"OCO",,,,,0,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2014,"OCO",,,,,0,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2014,"OCO",,,,,0,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2014,"OCO",,,,,0,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2014,"OCO",,,,,0,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2014,"OCO",,,,,88500,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","21","Supply MGMT","050","111","Supplies and Materials (Medical/Dental)","Y","U",2014,"OCO",,,,,0,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","010","ES08","Defense Logistics Agency (DLA)","Y","U",2014,"OCO",,,,,131678,"Working Capital Fund",,
2014,"493005D","Working Capital Fund, Defense-Wide","DEFW","20","DLA Working Capital Funds","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","CR","Adj to Match Continuing Resolution","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","010","ES11","Working Capital Fund, DECA","Y","U",2014,"OCO",,,,,0,"Working Capital Fund Support",,
2014,"493004D","Working Capital Fund, DECA","DECA","20","Undistributed","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"OCO",,,,,0,"Undistributed",,
2014,"",,,,,,,,,,2014,"OCO",,,,,,,,
2014,"*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,,,2014,"OCO",,,,,,,,
2014,"   by appropriation.",,,,,,,,,,2014,"OCO",,,,,,,,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","010","200","Prepositioned War Reserve Stocks","Y","U",2014,"Total",,,,69890,,"Working Capital Fund",,
2014,"493001A","Working Capital Fund, Army","ARMY","20","Supply Management","020","CR","Adj to Match Continuing Resolution","Y","U",2014,"Total",,,,0,,"Undistributed",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR","Y","U",2014,"Total",,,,0,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401","MPF MLP","Y","U",2014,"Total",,,,134917,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000","Post Delivery and Outfitting","Y","U",2014,"Total",,,,43404,,"Strategic Sealift Acquisition",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200","National Def Sealift Vessel","Y","U",2014,"Total",,,,0,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220","LG Med Spd Ro/Ro Maintenance","Y","U",2014,"Total",,,,116784,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230","DoD Mobilization Alterations","Y","U",2014,"Total",,,,60703,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250","TAH Maintenance","Y","U",2014,"Total",,,,19809,,"Mobilization Preparedness",,
2014,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900","Research And Development","Y","U",2014,"Total",,,,56058,,"Research And Development",,
2014,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500","Ready Reserve Force","Y","U",2014,"Total",,,,299025,,"Ready Reserve and Prepositioning Force",,
2014,"4557N","National Defense Sealift Fund","NAVY","20","Undistributed","100","CR","Adj to Match Continuing Resolution","Y","U",2014,"Total",,,,0,,"Undistributed",,
2014,"493002N","Working Capital Fund, Navy","NAVY","20","Undistributed","010","UNDD","Undistributed","Y","U",2014,"Total",,,,0,,"Undistributed",,
2014,"493003F","Working Capital Fund, Air Force","AF","10","Transportation","010","220","C-17 CLS Engine Repair","Y","U",2014,"Total",,,,0,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","020","200","Transportation Fallen Heroes","Y","U",2014,"Total",,,,0,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","030","ES17","Fuel Costs","Y","U",2014,"Total",,,,150231,,"Working Capital Fund",,
2014,"493003F","Working Capital Fund, Air Force","AF","20","Transportation","040","CR","Adj to Match Continuing Resolution","Y","U",2014,"Total",,,,0,,"Undistributed",,
