"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"7285",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","01","Sonobuoys","90 ","4048","Sonobuoys - All Types","A","Weapon System Cost","90 ","Add","U",2012,"Total",NA,96314,NA,NA,0,NA
"7286",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","91 ","4204","Weapons Range Support Equipment","A","Weapon System Cost","91 ","Add","U",2012,"Total",NA,40697,NA,NA,0,NA
"7287",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","92 ","4208","Expeditionary Airfields","A","Weapon System Cost","92 ","Add","U",2012,"Total",NA,55561,NA,NA,0,NA
"7288",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","93 ","4214","Aircraft Rearming Equipment","A","Weapon System Cost","93 ","Add","U",2012,"Total",NA,8941,NA,NA,0,NA
"7289",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","94 ","4216","Aircraft Launch & Recovery Equipment","A","Weapon System Cost","94 ","Add","U",2012,"Total",NA,19777,NA,NA,0,NA
"7290",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","95 ","4226","Meteorological Equipment","A","Weapon System Cost","95 ","Add","U",2012,"Total",NA,32803,NA,NA,0,NA
"7291",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","96 ","4242","DCRS/DPL","A","Weapon System Cost","96 ","Add","U",2012,"Total",NA,1595,NA,NA,0,NA
"7292",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","97 ","4244","Aviation Life Support","A","Weapon System Cost","97 ","Add","U",2012,"Total",NA,80031,NA,NA,0,NA
"7293",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","98 ","4248","Airborne Mine Countermeasures","A","Weapon System Cost","98 ","Add","U",2012,"Total",NA,49668,NA,NA,0,NA
"7294",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","99 ","4255","Lamps MK III Shipboard Equipment","A","Weapon System Cost","99 ","Add","U",2012,"Total",NA,18471,NA,NA,0,NA
"7295",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","100","4264","Portable Electronic Maintenance Aids","A","Weapon System Cost","100","Add","U",2012,"Total",NA,7875,NA,NA,0,NA
"7296",2012,"1810N","Other Procurement, Navy","NAVY","03","Aviation Support Equipment","03","Aircraft Support Equipment","101","4265","Other Aviation Support Equipment","A","Weapon System Cost","101","Add","U",2012,"Total",NA,30779,NA,NA,0,NA
"7297",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","02","Ship Gun System Equipment","102","5112","Naval Fires Control System","A","Weapon System Cost","102","Add","U",2012,"Total",NA,2049,NA,NA,0,NA
"7298",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","02","Ship Gun System Equipment","103","5209","Gun Fire Control Equipment","A","Weapon System Cost","103","Add","U",2012,"Total",NA,4488,NA,NA,0,NA
"7299",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","104","5237","NATO Seasparrow","A","Weapon System Cost","104","Add","U",2012,"Total",NA,8926,NA,NA,0,NA
"7300",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","105","5238","RAM GMLS","A","Weapon System Cost","105","Add","U",2012,"Total",NA,4321,NA,NA,0,NA
"7301",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","106","5239","Ship Self Defense System","A","Weapon System Cost","106","Add","U",2012,"Total",NA,60700,NA,NA,0,NA
"7302",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","107","5246","AEGIS Support Equipment","A","Weapon System Cost","107","Add","U",2012,"Total",NA,43148,NA,NA,0,NA
"7303",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","108","5253","Tomahawk Support Equipment","A","Weapon System Cost","108","Add","U",2012,"Total",NA,72861,NA,NA,0,NA
"7304",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","109","5260","Vertical Launch Systems","A","Weapon System Cost","109","Add","U",2012,"Total",NA,732,NA,NA,0,NA
"7305",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","110","5265","Maritime Integrated Planning System-MIPS","A","Weapon System Cost","110","Add","U",2012,"Total",NA,4823,NA,NA,0,NA
"7306",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","04","Fbm Support Equipment","111","5358","Strategic Missile Systems Equip","A","Weapon System Cost","111","Add","U",2012,"Total",NA,187807,NA,NA,0,NA
"7307",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","05","Asw Support Equipment","112","5420","SSN Combat Control Systems","A","Weapon System Cost","112","Add","U",2012,"Total",NA,89096,NA,NA,0,NA
"7308",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","05","Asw Support Equipment","113","5431","Submarine ASW Support Equipment","A","Weapon System Cost","113","Add","U",2012,"Total",NA,5241,NA,NA,0,NA
"7309",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","05","Asw Support Equipment","114","5449","Surface ASW Support Equipment","A","Weapon System Cost","114","Add","U",2012,"Total",NA,5816,NA,NA,0,NA
"7310",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","05","Asw Support Equipment","115","5455","ASW Range Support Equipment","A","Weapon System Cost","115","Add","U",2012,"Total",NA,7842,NA,NA,0,NA
"7311",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","06","Other Ordnance Support Equipment","116","5509","Explosive Ordnance Disposal Equip","A","Weapon System Cost","116","Add","U",2012,"Total",NA,114547,NA,NA,0,NA
"7312",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","06","Other Ordnance Support Equipment","117","5543","Items Less Than $5 Million","A","Weapon System Cost","117","Add","U",2012,"Total",NA,4073,NA,NA,0,NA
"7313",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","07","Other Expendable Ordnance","118","5530","Anti-Ship Missile Decoy System","A","Weapon System Cost","118","Add","U",2012,"Total",NA,32716,NA,NA,0,NA
"7314",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","07","Other Expendable Ordnance","119","5660","Surface Training Device Mods","A","Weapon System Cost","119","Add","U",2012,"Total",NA,5814,NA,NA,0,NA
"7315",2012,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","07","Other Expendable Ordnance","120","5661","Submarine Training Device Mods","A","Weapon System Cost","120","Add","U",2012,"Total",NA,36777,NA,NA,0,NA
"7316",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","121","6003","Passenger Carrying Vehicles","A","Weapon System Cost","121","Add","U",2012,"Total",NA,8899,NA,NA,0,NA
"7317",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","122","6007","General Purpose Trucks","A","Weapon System Cost","122","Add","U",2012,"Total",NA,3202,NA,NA,0,NA
"7318",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","123","6024","Construction & Maintenance Equip","A","Weapon System Cost","123","Add","U",2012,"Total",NA,23140,NA,NA,0,NA
"7319",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","124","6027","Fire Fighting Equipment","A","Weapon System Cost","124","Add","U",2012,"Total",NA,17987,NA,NA,0,NA
"7320",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","125","6028","Tactical Vehicles","A","Weapon System Cost","125","Add","U",2012,"Total",NA,16502,NA,NA,0,NA
"7321",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","126","6033","Amphibious Equipment","A","Weapon System Cost","126","Add","U",2012,"Total",NA,3235,NA,NA,0,NA
"7322",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","127","6058","Pollution Control Equipment","A","Weapon System Cost","127","Add","U",2012,"Total",NA,7175,NA,NA,0,NA
"7323",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","128","6060","Items Under $5 Million","A","Weapon System Cost","128","Add","U",2012,"Total",NA,21729,NA,NA,0,NA
"7324",2012,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","129","6075","Physical Security Vehicles","A","Weapon System Cost","129","Add","U",2012,"Total",NA,1142,NA,NA,0,NA
"7325",2012,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","130","7015","Materials Handling Equipment","A","Weapon System Cost","130","Add","U",2012,"Total",NA,18616,NA,NA,0,NA
"7326",2012,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","131","7050","Other Supply Support Equipment","A","Weapon System Cost","131","Add","U",2012,"Total",NA,4453,NA,NA,0,NA
"7327",2012,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","132","7066","First Destination Transportation","A","Weapon System Cost","132","Add","U",2012,"Total",NA,6416,NA,NA,0,NA
"7328",2012,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","133","7069","Special Purpose Supply Systems","A","Weapon System Cost","133","Add","U",2012,"Total",NA,51894,NA,NA,0,NA
"7329",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","01","Training Devices","134","8081","Training Support Equipment","A","Weapon System Cost","134","Add","U",2012,"Total",NA,22142,NA,NA,0,NA
"7330",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","135","8106","Command Support Equipment","A","Weapon System Cost","135","Add","U",2012,"Total",NA,32003,NA,NA,0,NA
"7331",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","136","8108","Education Support Equipment","A","Weapon System Cost","136","Add","U",2012,"Total",NA,2197,NA,NA,0,NA
"7332",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","137","8109","Medical Support Equipment","A","Weapon System Cost","137","Add","U",2012,"Total",NA,7175,NA,NA,0,NA
"7333",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","138","8114","Naval MIP Support Equipment","A","Weapon System Cost","138","Add","U",2012,"Total",NA,1457,NA,NA,0,NA
"7334",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","140","8118","Operating Forces Support Equipment","A","Weapon System Cost","140","Add","U",2012,"Total",NA,22307,NA,NA,0,NA
"7335",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","141","8120","C4ISR Equipment","A","Weapon System Cost","141","Add","U",2012,"Total",NA,24898,NA,NA,0,NA
"7336",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","142","8126","Environmental Support Equipment","A","Weapon System Cost","142","Add","U",2012,"Total",NA,18639,NA,NA,0,NA
"7337",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","143","8128","Physical Security Equipment","A","Weapon System Cost","143","Add","U",2012,"Total",NA,255481,NA,NA,0,NA
"7338",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","144","8161","Enterprise Information Technology","A","Weapon System Cost","144","Add","U",2012,"Total",NA,143022,NA,NA,0,NA
"7339",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","04","Productivity Programs","147","8380","Judgment Fund Reimbursement","A","Weapon System Cost","147","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7340",2012,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","05","Other","148","8150","Cancelled Account Adjustments","A","Weapon System Cost","148","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7341",2012,"1810N","Other Procurement, Navy","","07","Personnel & Command Support Equip","99","Classified Programs","","9999999999","Classified Programs","","","","Add","U",2012,"Total",NA,14402,NA,NA,0,NA
"7342",2012,"1810N","Other Procurement, Navy","NAVY","08","Spares and Repair Parts","01","Spares And Repair Parts","149","9020","Spares And Repair Parts","A","Weapon System Cost","149","Add","U",2012,"Total",NA,208857,NA,NA,0,NA
"7343",2012,"1810N","Other Procurement, Navy","NAVY","20","Undistributed","99","Undistributed","150","FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","150","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7344",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","01","Tracked Combat Vehicles","1  ","2021","AAV7A1 PIP","A","Weapon System Cost","1  ","Add","U",2012,"Total",NA,9894,NA,NA,0,NA
"7345",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","01","Tracked Combat Vehicles","2  ","2038","LAV PIP","A","Weapon System Cost","2  ","Add","U",2012,"Total",NA,171013,NA,NA,0,NA
"7346",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery And Other Weapons","3  ","2064","Expeditionary Fire Support System","A","Weapon System Cost","3  ","Add","U",2012,"Total",NA,11961,NA,NA,7,NA
"7347",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery And Other Weapons","4  ","2185","155mm Lightweight Towed Howitzer","A","Weapon System Cost","4  ","Add","U",2012,"Total",NA,21552,NA,NA,0,NA
"7348",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery And Other Weapons","5  ","2212","High Mobility Artillery Rocket System","A","Weapon System Cost","5  ","Add","U",2012,"Total",NA,25183,NA,NA,0,NA
"7349",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery And Other Weapons","6  ","2220","Weapons And Combat Vehicles Under $5 Million","A","Weapon System Cost","6  ","Add","U",2012,"Total",NA,42241,NA,NA,0,NA
"7350",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","04","Other Support","7  ","2061","Modification Kits","A","Weapon System Cost","7  ","Add","U",2012,"Total",NA,53932,NA,NA,0,NA
"7351",2012,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","04","Other Support","8  ","2208","Weapons Enhancement Program","A","Weapon System Cost","8  ","Add","U",2012,"Total",NA,13795,NA,NA,0,NA
"7352",2012,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","9  ","3006","Ground Based Air Defense","A","Weapon System Cost","9  ","Add","U",2012,"Total",NA,12287,NA,NA,0,NA
"7353",2012,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","10 ","3011","Javelin","A","Weapon System Cost","10 ","Add","U",2012,"Total",NA,2527,NA,NA,0,NA
"7354",2012,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","11 ","3016","Follow On To SMAW","A","Weapon System Cost","11 ","Add","U",2012,"Total",NA,46563,NA,NA,0,NA
"7355",2012,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","12 ","3017","Anti-Armor Weapons System-Heavy (AAWS-H)","A","Weapon System Cost","12 ","Add","U",2012,"Total",NA,19606,NA,NA,0,NA
"7356",2012,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","03","Other Support","13 ","3123","Modification Kits","A","Weapon System Cost","13 ","Add","U",2012,"Total",NA,63870,NA,NA,0,NA
"7357",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","04","Command And Control Systems","14 ","4190","Unit Operations Center","A","Weapon System Cost","14 ","Add","U",2012,"Total",NA,16755,NA,NA,0,NA
"7358",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","07","Repair And Test Equipment","15 ","4181","Repair And Test Equipment","A","Weapon System Cost","15 ","Add","U",2012,"Total",NA,43111,NA,NA,0,NA
"7359",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","09","Other Support (Tel)","16 ","4617","Combat Support System","A","Weapon System Cost","16 ","Add","U",2012,"Total",NA,25461,NA,NA,0,NA
"7360",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","09","Other Support (Tel)","17 ","4652","Modification Kits","A","Weapon System Cost","17 ","Add","U",2012,"Total",NA,2331,NA,NA,0,NA
"7361",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","14","Command And Control System (Non-Tel)","18 ","4620","Items Under $5 Million (Comm & Elec)","A","Weapon System Cost","18 ","Add","U",2012,"Total",NA,9016,NA,NA,0,NA
"7362",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","14","Command And Control System (Non-Tel)","19 ","4640","Air Operations C2 Systems","A","Weapon System Cost","19 ","Add","U",2012,"Total",NA,49388,NA,NA,0,NA
"7363",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","15","Radar + Equipment (Non-Tel)","20 ","4650","Radar Systems","A","Weapon System Cost","20 ","Add","U",2012,"Total",NA,66858,NA,NA,0,NA
"7364",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","16","Intell/Comm Equipment (Non-Tel)","21 ","4733","Fire Support System","A","Weapon System Cost","21 ","Add","U",2012,"Total",NA,8828,NA,NA,0,NA
"7365",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","16","Intell/Comm Equipment (Non-Tel)","22 ","4747","Intelligence Support Equipment","A","Weapon System Cost","22 ","Add","U",2012,"Total",NA,111408,NA,NA,0,NA
"7366",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","16","Intell/Comm Equipment (Non-Tel)","24 ","4757","RQ-11 UAV","A","Weapon System Cost","24 ","Add","U",2012,"Total",NA,2104,NA,NA,0,NA
"7367",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","16","Intell/Comm Equipment (Non-Tel)","25 ","4767","DCGS-MC","A","Weapon System Cost","25 ","Add","U",2012,"Total",NA,10789,NA,NA,0,NA
"7368",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","18","Other Comm/Elec Equipment (Non-Tel)","28 ","4930","Night Vision Equipment","A","Weapon System Cost","28 ","Add","U",2012,"Total",NA,16697,NA,NA,0,NA
"7369",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","19","Other Support (Non-Tel)","29 ","4630","Common Computer Resources","A","Weapon System Cost","29 ","Add","U",2012,"Total",NA,237498,NA,NA,0,NA
"7370",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","19","Other Support (Non-Tel)","30 ","4631","Command Post Systems","A","Weapon System Cost","30 ","Add","U",2012,"Total",NA,116347,NA,NA,0,NA
"7371",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","19","Other Support (Non-Tel)","31 ","4633","Radio Systems","A","Weapon System Cost","31 ","Add","U",2012,"Total",NA,176506,NA,NA,0,NA
"7372",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","19","Other Support (Non-Tel)","32 ","4634","Comm Switching & Control Systems","A","Weapon System Cost","32 ","Add","U",2012,"Total",NA,70775,NA,NA,0,NA
"7373",2012,"1109N","Procurement, Marine Corps","NAVY","04","Communications & electronics equipment","19","Other Support (Non-Tel)","33 ","4635","Comm & Elec Infrastructure Support","A","Weapon System Cost","33 ","Add","U",2012,"Total",NA,49705,NA,NA,0,NA
"7374",2012,"1109N","Procurement, Marine Corps","","04","Communications & electronics equipment","99","Classified Programs","","9999999999","Classified Programs","","","","Add","U",2012,"Total",NA,1606,NA,NA,0,NA
"7375",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","01","Administrative Vehicles","34 ","5003","Commercial Passenger Vehicles","A","Weapon System Cost","34 ","Add","U",2012,"Total",NA,894,NA,NA,0,NA
"7376",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","01","Administrative Vehicles","35 ","5006","Commercial Cargo Vehicles","A","Weapon System Cost","35 ","Add","U",2012,"Total",NA,14231,NA,NA,0,NA
"7377",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","36 ","5045","5/4T Truck HMMWV (MYP)","A","Weapon System Cost","36 ","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7378",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","37 ","5050","Motor Transport Modifications","A","Weapon System Cost","37 ","Add","U",2012,"Total",NA,104189,NA,NA,0,NA
"7379",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","38 ","5088","Medium Tactical Vehicle Replacement","A","Weapon System Cost","38 ","Add","U",2012,"Total",NA,398224,NA,NA,795,NA
"7380",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","39 ","5093","Logistics Vehicle System Rep","A","Weapon System Cost","39 ","Add","U",2012,"Total",NA,39354,NA,NA,66,NA
"7381",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","40 ","5097","Family Of Tactical Trailers","A","Weapon System Cost","40 ","Add","U",2012,"Total",NA,46674,NA,NA,0,NA
"7382",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","41 ","5132","Trailers","A","Weapon System Cost","41 ","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7383",2012,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","03","Other Support","42 ","5230","Items Less Than $5 Million","A","Weapon System Cost","42 ","Add","U",2012,"Total",NA,4503,NA,NA,0,NA
"7384",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer And Other Equipment","43 ","6054","Environmental Control Equip Assort","A","Weapon System Cost","43 ","Add","U",2012,"Total",NA,21374,NA,NA,0,NA
"7385",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer And Other Equipment","44 ","6274","Bulk Liquid Equipment","A","Weapon System Cost","44 ","Add","U",2012,"Total",NA,23616,NA,NA,0,NA
"7386",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer And Other Equipment","45 ","6277","Tactical Fuel Systems","A","Weapon System Cost","45 ","Add","U",2012,"Total",NA,26853,NA,NA,0,NA
"7387",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer And Other Equipment","46 ","6366","Power Equipment Assorted","A","Weapon System Cost","46 ","Add","U",2012,"Total",NA,79142,NA,NA,0,NA
"7388",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer And Other Equipment","47 ","6518","Amphibious Support Equipment","A","Weapon System Cost","47 ","Add","U",2012,"Total",NA,5533,NA,NA,0,NA
"7389",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer And Other Equipment","48 ","6520","EOD Systems","A","Weapon System Cost","48 ","Add","U",2012,"Total",NA,118990,NA,NA,0,NA
"7390",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","49 ","6438","Physical Security Equipment","A","Weapon System Cost","49 ","Add","U",2012,"Total",NA,59527,NA,NA,0,NA
"7391",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","50 ","6441","Garrison Mobile Engineer Equipment (GMEE)","A","Weapon System Cost","50 ","Add","U",2012,"Total",NA,10827,NA,NA,0,NA
"7392",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","51 ","6462","Material Handling Equip","A","Weapon System Cost","51 ","Add","U",2012,"Total",NA,79608,NA,NA,0,NA
"7393",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","52 ","6468","First Destination Transportation","A","Weapon System Cost","52 ","Add","U",2012,"Total",NA,1462,NA,NA,0,NA
"7394",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","53 ","6522","Field Medical Equipment","A","Weapon System Cost","53 ","Add","U",2012,"Total",NA,32386,NA,NA,0,NA
"7395",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","54 ","6532","Training Devices","A","Weapon System Cost","54 ","Add","U",2012,"Total",NA,15477,NA,NA,0,NA
"7396",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","55 ","6543","Container Family","A","Weapon System Cost","55 ","Add","U",2012,"Total",NA,3135,NA,NA,0,NA
"7397",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","56 ","6544","Family Of Construction Equipment","A","Weapon System Cost","56 ","Add","U",2012,"Total",NA,46670,NA,NA,0,NA
"7398",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","57 ","6545","Family Of Internally Transportable Veh (ITV)","A","Weapon System Cost","57 ","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7399",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","58 ","6548","Bridge Boats","A","Weapon System Cost","58 ","Add","U",2012,"Total",NA,0,NA,NA,0,NA
"7400",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","59 ","6613","Rapid Deployable Kitchen","A","Weapon System Cost","59 ","Add","U",2012,"Total",NA,5026,NA,NA,0,NA
"7401",2012,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","04","Other Support","60 ","6670","Items Less Than $5 Million","A","Weapon System Cost","60 ","Add","U",2012,"Total",NA,5206,NA,NA,0,NA
"7402",2012,"1109N","Procurement, Marine Corps","NAVY","07","Spares and Repair Parts","01","Spares And Repair Parts","61 ","7000","Spares And Repair Parts","A","Weapon System Cost","61 ","Add","U",2012,"Total",NA,90,NA,NA,0,NA
"7403",2012,"1109N","Procurement, Marine Corps","NAVY","20","Undistributed","99","Undistributed","62 ","FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","62 ","Add","U",2012,"Total",NA,0,NA,NA,0,NA
