"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1200",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","135","Additional Activities","Y","Y","U",2011,"Total",NA,528753,NA,NA,NA
"1201",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2011,"Total",NA,24264,NA,NA,NA
"1202",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2011,"Total",NA,142499,NA,NA,NA
"1203",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2011,"Total",NA,7245,NA,NA,NA
"1204",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2011,"Total",NA,17639,NA,NA,NA
"1205",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Recruiting And Advertising","Y","Y","U",2011,"Total",NA,118062,NA,NA,NA
"1206",2012,"2080","A","Operation & Maintenance, Army Res","ARMY","20","Undistributed","Undistributed","180","180","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Total",NA,-310020,NA,NA,NA
"1207",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2011,"Total",NA,1566763,NA,NA,NA
"1208",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2011,"Total",NA,323126,NA,NA,NA
"1209",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2011,"Total",NA,1179289,NA,NA,NA
"1210",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2011,"Total",NA,485115,NA,NA,NA
"1211",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2011,"Total",NA,69210,NA,NA,NA
"1212",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2011,"Total",NA,1628297,NA,NA,NA
"1213",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2011,"Total",NA,1106602,NA,NA,NA
"1214",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2011,"Total",NA,236763,NA,NA,NA
"1215",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2011,"Total",NA,739112,NA,NA,NA
"1216",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2011,"Total",NA,1811953,NA,NA,NA
"1217",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration, & Modernization","Y","Y","U",2011,"Total",NA,1206999,NA,NA,NA
"1218",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management And Operational Hq","Y","Y","U",2011,"Total",NA,1049574,NA,NA,NA
"1219",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","135","Additional Activities","Y","Y","U",2011,"Total",NA,1031382,NA,NA,NA
"1220",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","140","140","421","Servicewide Transportation","Y","Y","U",2011,"Total",NA,34494,NA,NA,NA
"1221",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","431","Administration","Y","Y","U",2011,"Total",NA,356719,NA,NA,NA
"1222",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","432","Servicewide Communications","Y","Y","U",2011,"Total",NA,93533,NA,NA,NA
"1223",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","433","Manpower Management","Y","Y","U",2011,"Total",NA,15567,NA,NA,NA
"1224",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","180","434","Recruiting And Advertising","Y","Y","U",2011,"Total",NA,854516,NA,NA,NA
"1225",2012,"2065","A","Operation & Maintenance, ARNG","ARMY","20","Undistributed","Undistributed","190","190","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Total",NA,-445092,NA,NA,NA
"1226",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","ES01","Infrastructure","Y","Y","U",2011,"Total",NA,3169308,NA,NA,NA
"1227",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","ES02","Equipment And Transportation","Y","Y","U",2011,"Total",NA,3267859,NA,NA,NA
"1228",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","ES03","Training And Operations","Y","Y","U",2011,"Total",NA,1480910,NA,NA,NA
"1229",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","040","040","ES04","Sustainment","Y","Y","U",2011,"Total",NA,5295855,NA,NA,NA
"1230",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","ES05","Infrastructure","Y","Y","U",2011,"Total",NA,1908404,NA,NA,NA
"1231",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","070","070","ES06","Equipment And Transportation","Y","Y","U",2011,"Total",NA,1624470,NA,NA,NA
"1232",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","080","080","ES07","Training And Operations","Y","Y","U",2011,"Total",NA,1752321,NA,NA,NA
"1233",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","090","090","ES08","Sustainment","Y","Y","U",2011,"Total",NA,1944561,NA,NA,NA
"1234",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","110","110","ES10","Sustainment","Y","Y","U",2011,"Total",NA,10683,NA,NA,NA
"1235",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","120","120","ES11","Training And Operations","Y","Y","U",2011,"Total",NA,2708,NA,NA,NA
"1236",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","130","130","ES12","Infrastructure","Y","Y","U",2011,"Total",NA,103108,NA,NA,NA
"1237",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","140","140","ES14","Coin Activities","Y","Y","U",2011,"Total",NA,1770,NA,NA,NA
"1238",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","150","150","ES16","Equipment And Transportation","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1239",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","05","Contributions","Related Activities","170","170","500","Contributions","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1240",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","20","Undistributed","Undistributed","180","180","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Total",NA,-2676609,NA,NA,NA
"1241",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Administration","040","040","100","Iraq Security Forces Fund","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1242",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","ES02","Equipment And Transportation","Y","Y","U",2011,"Total",NA,1555617,NA,NA,NA
"1243",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","ES03","Training","Y","Y","U",2011,"Total",NA,361438,NA,NA,NA
"1244",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","ES04","Sustainment","Y","Y","U",2011,"Total",NA,497009,NA,NA,NA
"1245",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Administration","070","070","200","Iraq Interior Forces","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1246",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","050","050","ES06","Equipment And Transportation","Y","Y","U",2011,"Total",NA,321217,NA,NA,NA
"1247",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","ES08","Sustainment","Y","Y","U",2011,"Total",NA,69388,NA,NA,NA
"1248",2012,"2092","A","Iraq Security Forces Fund","ARMY","03","Associated Activities","Related Activities","080","080","ES10","Quick Response Force","Y","Y","U",2011,"Total",NA,109273,NA,NA,NA
"1249",2012,"2092","A","Iraq Security Forces Fund","ARMY","20","Undistributed","Undistributed","090","090","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Total",NA,-1086058,NA,NA,NA
"1250",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","010","010","110","Power","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1251",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","020","020","120","Transportation","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1252",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","030","030","130","Water","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1253",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","040","040","140","Other Related Activities","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1254",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission And Other Flight Operations","Y","Y","U",2011,"Total",NA,11902227,NA,NA,NA
"1255",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","020","1A2A","Fleet Air Training","Y","Y","U",2011,"Total",NA,161767,NA,NA,NA
"1256",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","030","1A3A","Aviation Technical Data & Engineering Services","Y","Y","U",2011,"Total",NA,76949,NA,NA,NA
"1257",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","040","1A4A","Air Operations And Safety Support","Y","Y","U",2011,"Total",NA,242090,NA,NA,NA
"1258",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","050","1A4N","Air Systems Support","Y","Y","U",2011,"Total",NA,762193,NA,NA,NA
"1259",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","060","1A5A","Aircraft Depot Maintenance","Y","Y","U",2011,"Total",NA,2768348,NA,NA,NA
"1260",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","070","1A6A","Aircraft Depot Operations Support","Y","Y","U",2011,"Total",NA,52403,NA,NA,NA
"1261",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","080","1A9A","Aviation Logistics","Y","Y","U",2011,"Total",NA,0,NA,NA,NA
"1262",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","090","1B1B","Mission And Other Ship Operations","Y","Y","U",2011,"Total",NA,9213957,NA,NA,NA
"1263",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","100","1B2B","Ship Operations Support & Training","Y","Y","U",2011,"Total",NA,1443192,NA,NA,NA
"1264",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","110","1B4B","Ship Depot Maintenance","Y","Y","U",2011,"Total",NA,11462250,NA,NA,NA
"1265",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","Y","U",2011,"Total",NA,2567542,NA,NA,NA
"1266",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","Y","U",2011,"Total",NA,1246298,NA,NA,NA
"1267",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","Y","U",2011,"Total",NA,170566,NA,NA,NA
"1268",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems And Surveillance","Y","Y","U",2011,"Total",NA,338682,NA,NA,NA
"1269",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","Y","U",2011,"Total",NA,949376,NA,NA,NA
"1270",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology And Oceanography","Y","Y","U",2011,"Total",NA,650837,NA,NA,NA
"1271",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","Y","U",2011,"Total",NA,7194702,NA,NA,NA
"1272",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2011,"Total",NA,323779,NA,NA,NA
"1273",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2011,"Total",NA,5414,NA,NA,NA
"1274",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2011,"Total",NA,410692,NA,NA,NA
"1275",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2011,"Total",NA,537207,NA,NA,NA
"1276",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","Y","U",2011,"Total",NA,248611,NA,NA,NA
"1277",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","Y","U",2011,"Total",NA,2173439,NA,NA,NA
"1278",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","Y","U",2011,"Total",NA,355848,NA,NA,NA
"1279",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","Y","U",2011,"Total",NA,1031884,NA,NA,NA
"1280",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","Y","U",2011,"Total",NA,731905,NA,NA,NA
"1281",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","280","BSIT","Enterprise Information","Y","Y","U",2011,"Total",NA,1585869,NA,NA,NA
"1282",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSM1","Sustainment, Restoration And Modernization","Y","Y","U",2011,"Total",NA,3681061,NA,NA,NA
"1283",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSS1","Base Operating Support","Y","Y","U",2011,"Total",NA,9311493,NA,NA,NA
"1284",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve And Prepositioning Force","310","310","2A1F","Ship Prepositioning And Surge","Y","Y","U",2011,"Total",NA,860694,NA,NA,NA
"1285",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","320","2B1G","Aircraft Activations/Inactivations","Y","Y","U",2011,"Total",NA,14496,NA,NA,NA
