"","FiscalYear","AccountDSI","OriginType","SourceFiscalYear","EnactedTotal","EnactedType"
"1701","2012","0810F","Total",2014,0,0
"1702","2012","0810N","Total",2014,0,0
"1703","2012","0811D","Total",2014,0,0
"1704","2012","0819D","Total",2014,0,0
"1705","2012","0833D","Total",2014,0,0
"1706","2012","0838D","Total",2014,0,0
"1707","2012","1106N","Total",2014,0,0
"1708","2012","1107N","Total",2014,0,0
"1709","2012","1109N","Total",2014,0,0
"1710","2012","1319N","Total",2014,0,0
"1711","2012","1506N","Total",2014,0,0
"1712","2012","1507N","Total",2014,0,0
"1713","2012","1508N","Total",2014,0,0
"1714","2012","1611N","Total",2014,0,0
"1715","2012","1804N","Total",2014,0,0
"1716","2012","1806N","Total",2014,0,0
"1717","2012","1810N","Total",2014,0,0
"1718","2012","2020A","Total",2014,0,0
"1719","2012","2031A","Total",2014,0,0
"1720","2012","2032A","Total",2014,0,0
"1721","2012","2033A","Total",2014,0,0
"1722","2012","2034A","Total",2014,0,0
"1723","2012","2035A","Total",2014,0,0
"1724","2012","2040A","Total",2014,0,0
"1725","2012","2065A","Total",2014,0,0
"1726","2012","2080A","Total",2014,0,0
"1727","2012","2091A","Total",2014,0,0
"1728","2012","2093A","Total",2014,0,0
"1729","2012","2096A","Total",2014,0,0
"1730","2012","3010F","Total",2014,0,0
"1731","2012","3011F","Total",2014,0,0
"1732","2012","3020F","Total",2014,0,0
"1733","2012","3080F","Total",2014,0,0
"1734","2012","3400F","Total",2014,0,0
"1735","2012","3600F","Total",2014,0,0
"1736","2012","3740F","Total",2014,0,0
"1737","2012","3840F","Total",2014,0,0
"1738","2012","4557N","Total",2014,0,0
"1739","2012","493001A","Total",2014,0,0
"1740","2012","493002N","Total",2014,0,0
"1741","2012","493003F","Total",2014,0,0
"1742","2012","493004D","Total",2014,0,0
"1743","2012","493005D","Total",2014,0,0
"1744","2012","5188D","Total",2014,0,0
"1745","2012","5189D","Total",2014,0,0
"1746","2012","5286A","Total",2014,0,0
"1747","2012","Unlabeled","Total",2014,0,0
"1748","2013","","Base",2014,0,0
"1749","2013","   by appropriation.","Base",2014,0,0
"1750","2013","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Base",2014,0,0
"1751","2013","0100D","Base",2014,0,30631995
"1752","2013","0104D","Base",2014,0,13946
"1753","2013","0105D","Base",2014,0,1217023
"1754","2013","0107D","Base",2014,0,349042
"1755","2013","0111D","Base",2014,0,675694
"1756","2013","0118D","Base",2014,0,0
"1757","2013","0130D","Base",2014,0,33342236
"1758","2013","0134D","Base",2014,0,511329
"1759","2013","0144D","Base",2014,0,0
"1760","2013","0300D","Base",2014,0,0
"1761","2013","0303D","Base",2014,0,0
"1762","2013","0350D","Base",2014,0,0
"1763","2013","0360D","Base",2014,0,0
"1764","2013","0390D","Base",2014,0,647351
"1765","2013","0400D","Base",2014,0,19278139
"1766","2013","0460D","Base",2014,0,189188
"1767","2013","0462D","Base",2014,0,312660
"1768","2013","0810A","Base",2014,0,348149
"1769","2013","0810D","Base",2014,0,10782
"1770","2013","0810F","Base",2014,0,528669
"1771","2013","0810N","Base",2014,0,310557
"1772","2013","0811D","Base",2014,0,328493
"1773","2013","0819D","Base",2014,0,108321
"1774","2013","0833D","Base",2014,0,0
"1775","2013","0838D","Base",2014,0,0
"1776","2013","1106N","Base",2014,0,5576860
"1777","2013","1107N","Base",2014,0,273104
"1778","2013","1109N","Base",2014,0,0
"1779","2013","1319N","Base",2014,0,17848141
"1780","2013","1506N","Base",2014,0,0
"1781","2013","1507N","Base",2014,0,0
"1782","2013","1508N","Base",2014,0,0
"1783","2013","1611N","Base",2014,0,0
"1784","2013","1804N","Base",2014,0,38394135
"1785","2013","1806N","Base",2014,0,1313121
"1786","2013","1810N","Base",2014,0,0
"1787","2013","2020A","Base",2014,0,30745239
"1788","2013","2031A","Base",2014,0,0
"1789","2013","2032A","Base",2014,0,0
"1790","2013","2033A","Base",2014,0,0
"1791","2013","2034A","Base",2014,0,0
"1792","2013","2035A","Base",2014,0,0
"1793","2013","2040A","Base",2014,0,8795214
"1794","2013","2065A","Base",2014,0,6970478
"1795","2013","2080A","Base",2014,0,3090532
"1796","2013","2091A","Base",2014,0,0
"1797","2013","2093A","Base",2014,0,0
"1798","2013","2096A","Base",2014,0,0
"1799","2013","3010F","Base",2014,0,0
"1800","2013","3011F","Base",2014,0,0
"1801","2013","3020F","Base",2014,0,0
"1802","2013","3080F","Base",2014,0,0
"1803","2013","3400F","Base",2014,0,35200879
"1804","2013","3600F","Base",2014,0,26642260
"1805","2013","3740F","Base",2014,0,3294398
"1806","2013","3840F","Base",2014,0,6141880
"1807","2013","4557N","Base",2014,0,1150065
"1808","2013","493001A","Base",2014,0,101814
"1809","2013","493002N","Base",2014,0,24200
"1810","2013","493003F","Base",2014,0,65771
"1811","2013","493004D","Base",2014,0,1385256
"1812","2013","493005D","Base",2014,0,31808
"1813","2013","5188D","Base",2014,0,60747
"1814","2013","5189D","Base",2014,0,92636
"1815","2013","5286A","Base",2014,0,0
"1816","2013","Unlabeled","Base",2014,0,0
"1817","2013","","OCO",2014,0,0
"1818","2013","   by appropriation.","OCO",2014,0,0
"1819","2013","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","OCO",2014,0,0
"1820","2013","0100D","OCO",2014,0,7824579
"1821","2013","0104D","OCO",2014,0,0
"1822","2013","0105D","OCO",2014,0,469025
"1823","2013","0107D","OCO",2014,0,10766
"1824","2013","0111D","OCO",2014,0,0
"1825","2013","0118D","OCO",2014,0,0
"1826","2013","0130D","OCO",2014,0,993898
"1827","2013","0134D","OCO",2014,0,0
"1828","2013","0144D","OCO",2014,0,0
"1829","2013","0300D","OCO",2014,0,0
"1830","2013","0303D","OCO",2014,0,0
"1831","2013","0350D","OCO",2014,0,0
"1832","2013","0360D","OCO",2014,0,0
"1833","2013","0390D","OCO",2014,0,0
"1834","2013","0400D","OCO",2014,0,112387
"1835","2013","0460D","OCO",2014,0,0
"1836","2013","0462D","OCO",2014,0,0
"1837","2013","0810A","OCO",2014,0,0
"1838","2013","0810D","OCO",2014,0,0
"1839","2013","0810F","OCO",2014,0,0
"1840","2013","0810N","OCO",2014,0,0
"1841","2013","0811D","OCO",2014,0,0
"1842","2013","0819D","OCO",2014,0,0
"1843","2013","0833D","OCO",2014,0,0
"1844","2013","0838D","OCO",2014,0,0
"1845","2013","1106N","OCO",2014,0,4066340
"1846","2013","1107N","OCO",2014,0,25477
"1847","2013","1109N","OCO",2014,0,0
"1848","2013","1319N","OCO",2014,0,60119
"1849","2013","1506N","OCO",2014,0,0
"1850","2013","1507N","OCO",2014,0,0
"1851","2013","1508N","OCO",2014,0,0
"1852","2013","1611N","OCO",2014,0,0
"1853","2013","1804N","OCO",2014,0,5880395
"1854","2013","1806N","OCO",2014,0,55924
"1855","2013","1810N","OCO",2014,0,0
"1856","2013","2020A","OCO",2014,0,28591441
"1857","2013","2031A","OCO",2014,0,0
"1858","2013","2032A","OCO",2014,0,0
"1859","2013","2033A","OCO",2014,0,0
"1860","2013","2034A","OCO",2014,0,0
"1861","2013","2035A","OCO",2014,0,0
"1862","2013","2040A","OCO",2014,0,19860
"1863","2013","2065A","OCO",2014,0,382448
"1864","2013","2080A","OCO",2014,0,154537
"1865","2013","2091A","OCO",2014,0,5749167
"1866","2013","2093A","OCO",2014,0,0
"1867","2013","2096A","OCO",2014,0,4e+05
"1868","2013","3010F","OCO",2014,0,0
"1869","2013","3011F","OCO",2014,0,0
"1870","2013","3020F","OCO",2014,0,0
"1871","2013","3080F","OCO",2014,0,0
"1872","2013","3400F","OCO",2014,0,9241613
"1873","2013","3600F","OCO",2014,0,53150
"1874","2013","3740F","OCO",2014,0,120618
"1875","2013","3840F","OCO",2014,0,19975
"1876","2013","4557N","OCO",2014,0,0
"1877","2013","493001A","OCO",2014,0,42600
"1878","2013","493002N","OCO",2014,0,0
"1879","2013","493003F","OCO",2014,0,240400
"1880","2013","493004D","OCO",2014,0,0
"1881","2013","493005D","OCO",2014,0,220364
"1882","2013","5188D","OCO",2014,0,0
"1883","2013","5189D","OCO",2014,0,0
"1884","2013","5286A","OCO",2014,0,0
"1885","2013","Unlabeled","OCO",2014,0,0
"1886","2013","","Total",2014,0,0
"1887","2013","   by appropriation.","Total",2014,0,0
"1888","2013","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Total",2014,0,0
"1889","2013","0100D","Total",2014,38456574,0
"1890","2013","0104D","Total",2014,13946,0
"1891","2013","0105D","Total",2014,1686048,0
"1892","2013","0107D","Total",2014,359808,0
"1893","2013","0111D","Total",2014,675694,0
"1894","2013","0118D","Total",2014,0,0
"1895","2013","0130D","Total",2014,34336134,0
"1896","2013","0134D","Total",2014,511329,0
"1897","2013","0144D","Total",2014,0,0
"1898","2013","0300D","Total",2014,0,0
"1899","2013","0303D","Total",2014,0,0
"1900","2013","0350D","Total",2014,0,0
"1901","2013","0360D","Total",2014,0,0
"1902","2013","0390D","Total",2014,647351,0
"1903","2013","0400D","Total",2014,19390526,0
"1904","2013","0460D","Total",2014,189188,0
"1905","2013","0462D","Total",2014,312660,0
"1906","2013","0810A","Total",2014,348149,0
"1907","2013","0810D","Total",2014,10782,0
"1908","2013","0810F","Total",2014,528669,0
"1909","2013","0810N","Total",2014,310557,0
"1910","2013","0811D","Total",2014,328493,0
"1911","2013","0819D","Total",2014,108321,0
"1912","2013","0833D","Total",2014,0,0
"1913","2013","0838D","Total",2014,0,0
"1914","2013","1106N","Total",2014,9643200,0
"1915","2013","1107N","Total",2014,298581,0
"1916","2013","1109N","Total",2014,0,0
"1917","2013","1319N","Total",2014,17908260,0
"1918","2013","1506N","Total",2014,0,0
"1919","2013","1507N","Total",2014,0,0
"1920","2013","1508N","Total",2014,0,0
"1921","2013","1611N","Total",2014,0,0
"1922","2013","1804N","Total",2014,44274530,0
"1923","2013","1806N","Total",2014,1369045,0
"1924","2013","1810N","Total",2014,0,0
"1925","2013","2020A","Total",2014,59336680,0
"1926","2013","2031A","Total",2014,0,0
"1927","2013","2032A","Total",2014,0,0
"1928","2013","2033A","Total",2014,0,0
"1929","2013","2034A","Total",2014,0,0
"1930","2013","2035A","Total",2014,0,0
"1931","2013","2040A","Total",2014,8815074,0
"1932","2013","2065A","Total",2014,7352926,0
"1933","2013","2080A","Total",2014,3245069,0
"1934","2013","2091A","Total",2014,5749167,0
"1935","2013","2093A","Total",2014,0,0
"1936","2013","2096A","Total",2014,4e+05,0
"1937","2013","3010F","Total",2014,0,0
"1938","2013","3011F","Total",2014,0,0
"1939","2013","3020F","Total",2014,0,0
"1940","2013","3080F","Total",2014,0,0
"1941","2013","3400F","Total",2014,44442492,0
"1942","2013","3600F","Total",2014,26695410,0
"1943","2013","3740F","Total",2014,3415016,0
"1944","2013","3840F","Total",2014,6161855,0
"1945","2013","4557N","Total",2014,1150065,0
"1946","2013","493001A","Total",2014,144414,0
"1947","2013","493002N","Total",2014,24200,0
"1948","2013","493003F","Total",2014,306171,0
"1949","2013","493004D","Total",2014,1385256,0
"1950","2013","493005D","Total",2014,252172,0
"1951","2013","5188D","Total",2014,60747,0
"1952","2013","5189D","Total",2014,92636,0
"1953","2013","5286A","Total",2014,0,0
"1954","2013","Unlabeled","Total",2014,0,0
"1955","2014","","Base",2014,0,0
"1956","2014","   by appropriation.","Base",2014,0,0
"1957","2014","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Base",2014,0,0
"1958","2014","0100D","Base",2014,0,0
"1959","2014","0104D","Base",2014,0,0
"1960","2014","0105D","Base",2014,0,0
"1961","2014","0107D","Base",2014,0,0
"1962","2014","0111D","Base",2014,0,0
"1963","2014","0118D","Base",2014,0,0
"1964","2014","0130D","Base",2014,0,0
"1965","2014","0134D","Base",2014,0,0
"1966","2014","0144D","Base",2014,0,0
"1967","2014","0300D","Base",2014,0,0
"1968","2014","0303D","Base",2014,0,0
"1969","2014","0350D","Base",2014,0,0
"1970","2014","0360D","Base",2014,0,0
"1971","2014","0390D","Base",2014,0,0
"1972","2014","0400D","Base",2014,0,0
"1973","2014","0460D","Base",2014,0,0
"1974","2014","0462D","Base",2014,0,0
"1975","2014","0810A","Base",2014,0,0
"1976","2014","0810D","Base",2014,0,0
"1977","2014","0810F","Base",2014,0,0
"1978","2014","0810N","Base",2014,0,0
"1979","2014","0811D","Base",2014,0,0
"1980","2014","0819D","Base",2014,0,0
"1981","2014","0833D","Base",2014,0,0
"1982","2014","0838D","Base",2014,0,0
"1983","2014","1106N","Base",2014,0,0
"1984","2014","1107N","Base",2014,0,0
"1985","2014","1109N","Base",2014,0,0
"1986","2014","1319N","Base",2014,0,0
"1987","2014","1506N","Base",2014,0,0
"1988","2014","1507N","Base",2014,0,0
"1989","2014","1508N","Base",2014,0,0
"1990","2014","1611N","Base",2014,0,0
"1991","2014","1804N","Base",2014,0,0
"1992","2014","1806N","Base",2014,0,0
"1993","2014","1810N","Base",2014,0,0
"1994","2014","2020A","Base",2014,0,0
"1995","2014","2031A","Base",2014,0,0
"1996","2014","2032A","Base",2014,0,0
"1997","2014","2033A","Base",2014,0,0
"1998","2014","2034A","Base",2014,0,0
"1999","2014","2035A","Base",2014,0,0
"2000","2014","2040A","Base",2014,0,0
"2001","2014","2065A","Base",2014,0,0
"2002","2014","2080A","Base",2014,0,0
"2003","2014","2091A","Base",2014,0,0
"2004","2014","2093A","Base",2014,0,0
"2005","2014","2096A","Base",2014,0,0
"2006","2014","3010F","Base",2014,0,0
"2007","2014","3011F","Base",2014,0,0
"2008","2014","3020F","Base",2014,0,0
"2009","2014","3080F","Base",2014,0,0
"2010","2014","3400F","Base",2014,0,0
"2011","2014","3600F","Base",2014,0,0
"2012","2014","3740F","Base",2014,0,0
"2013","2014","3840F","Base",2014,0,0
"2014","2014","4557N","Base",2014,0,0
"2015","2014","493001A","Base",2014,0,0
"2016","2014","493002N","Base",2014,0,0
"2017","2014","493003F","Base",2014,0,0
"2018","2014","493004D","Base",2014,0,0
"2019","2014","493005D","Base",2014,0,0
"2020","2014","5188D","Base",2014,0,0
"2021","2014","5189D","Base",2014,0,0
"2022","2014","5286A","Base",2014,0,0
"2023","2014","Unlabeled","Base",2014,0,0
"2024","2014","","OCO",2014,0,0
"2025","2014","   by appropriation.","OCO",2014,0,0
"2026","2014","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","OCO",2014,0,0
"2027","2014","0100D","OCO",2014,0,0
"2028","2014","0104D","OCO",2014,0,0
"2029","2014","0105D","OCO",2014,0,0
"2030","2014","0107D","OCO",2014,0,0
"2031","2014","0111D","OCO",2014,0,0
"2032","2014","0118D","OCO",2014,0,0
"2033","2014","0130D","OCO",2014,0,0
"2034","2014","0134D","OCO",2014,0,0
"2035","2014","0144D","OCO",2014,0,0
"2036","2014","0300D","OCO",2014,0,0
"2037","2014","0303D","OCO",2014,0,0
"2038","2014","0350D","OCO",2014,0,0
"2039","2014","0360D","OCO",2014,0,0
"2040","2014","0390D","OCO",2014,0,0
"2041","2014","0400D","OCO",2014,0,0
"2042","2014","0460D","OCO",2014,0,0
"2043","2014","0462D","OCO",2014,0,0
"2044","2014","0810A","OCO",2014,0,0
"2045","2014","0810D","OCO",2014,0,0
"2046","2014","0810F","OCO",2014,0,0
"2047","2014","0810N","OCO",2014,0,0
"2048","2014","0811D","OCO",2014,0,0
"2049","2014","0819D","OCO",2014,0,0
"2050","2014","0833D","OCO",2014,0,0
"2051","2014","0838D","OCO",2014,0,0
"2052","2014","1106N","OCO",2014,0,0
"2053","2014","1107N","OCO",2014,0,0
"2054","2014","1109N","OCO",2014,0,0
"2055","2014","1319N","OCO",2014,0,0
"2056","2014","1506N","OCO",2014,0,0
"2057","2014","1507N","OCO",2014,0,0
"2058","2014","1508N","OCO",2014,0,0
"2059","2014","1611N","OCO",2014,0,0
"2060","2014","1804N","OCO",2014,0,0
"2061","2014","1806N","OCO",2014,0,0
"2062","2014","1810N","OCO",2014,0,0
"2063","2014","2020A","OCO",2014,0,0
"2064","2014","2031A","OCO",2014,0,0
"2065","2014","2032A","OCO",2014,0,0
"2066","2014","2033A","OCO",2014,0,0
"2067","2014","2034A","OCO",2014,0,0
"2068","2014","2035A","OCO",2014,0,0
"2069","2014","2040A","OCO",2014,0,0
"2070","2014","2065A","OCO",2014,0,0
"2071","2014","2080A","OCO",2014,0,0
"2072","2014","2091A","OCO",2014,0,0
"2073","2014","2093A","OCO",2014,0,0
"2074","2014","2096A","OCO",2014,0,0
"2075","2014","3010F","OCO",2014,0,0
"2076","2014","3011F","OCO",2014,0,0
"2077","2014","3020F","OCO",2014,0,0
"2078","2014","3080F","OCO",2014,0,0
"2079","2014","3400F","OCO",2014,0,0
"2080","2014","3600F","OCO",2014,0,0
"2081","2014","3740F","OCO",2014,0,0
"2082","2014","3840F","OCO",2014,0,0
"2083","2014","4557N","OCO",2014,0,0
"2084","2014","493001A","OCO",2014,0,0
"2085","2014","493002N","OCO",2014,0,0
"2086","2014","493003F","OCO",2014,0,0
"2087","2014","493004D","OCO",2014,0,0
"2088","2014","493005D","OCO",2014,0,0
"2089","2014","5188D","OCO",2014,0,0
"2090","2014","5189D","OCO",2014,0,0
"2091","2014","5286A","OCO",2014,0,0
"2092","2014","Unlabeled","OCO",2014,0,0
"2093","2014","","Total",2014,0,0
"2094","2014","   by appropriation.","Total",2014,0,0
"2095","2014","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Total",2014,0,0
"2096","2014","0100D","Total",2014,0,0
"2097","2014","0104D","Total",2014,0,0
"2098","2014","0105D","Total",2014,0,0
"2099","2014","0107D","Total",2014,0,0
"2100","2014","0111D","Total",2014,0,0
"2101","2014","0118D","Total",2014,0,0
"2102","2014","0130D","Total",2014,0,0
"2103","2014","0134D","Total",2014,0,0
"2104","2014","0144D","Total",2014,0,0
"2105","2014","0300D","Total",2014,0,0
"2106","2014","0303D","Total",2014,0,0
"2107","2014","0350D","Total",2014,0,0
"2108","2014","0360D","Total",2014,0,0
"2109","2014","0390D","Total",2014,0,0
"2110","2014","0400D","Total",2014,0,0
"2111","2014","0460D","Total",2014,0,0
"2112","2014","0462D","Total",2014,0,0
"2113","2014","0810A","Total",2014,0,0
"2114","2014","0810D","Total",2014,0,0
"2115","2014","0810F","Total",2014,0,0
"2116","2014","0810N","Total",2014,0,0
"2117","2014","0811D","Total",2014,0,0
"2118","2014","0819D","Total",2014,0,0
"2119","2014","0833D","Total",2014,0,0
"2120","2014","0838D","Total",2014,0,0
"2121","2014","1106N","Total",2014,0,0
"2122","2014","1107N","Total",2014,0,0
"2123","2014","1109N","Total",2014,0,0
"2124","2014","1319N","Total",2014,0,0
"2125","2014","1506N","Total",2014,0,0
"2126","2014","1507N","Total",2014,0,0
"2127","2014","1508N","Total",2014,0,0
"2128","2014","1611N","Total",2014,0,0
"2129","2014","1804N","Total",2014,0,0
"2130","2014","1806N","Total",2014,0,0
"2131","2014","1810N","Total",2014,0,0
"2132","2014","2020A","Total",2014,0,0
"2133","2014","2031A","Total",2014,0,0
"2134","2014","2032A","Total",2014,0,0
"2135","2014","2033A","Total",2014,0,0
"2136","2014","2034A","Total",2014,0,0
"2137","2014","2035A","Total",2014,0,0
"2138","2014","2040A","Total",2014,0,0
"2139","2014","2065A","Total",2014,0,0
"2140","2014","2080A","Total",2014,0,0
"2141","2014","2091A","Total",2014,0,0
"2142","2014","2093A","Total",2014,0,0
"2143","2014","2096A","Total",2014,0,0
"2144","2014","3010F","Total",2014,0,0
"2145","2014","3011F","Total",2014,0,0
"2146","2014","3020F","Total",2014,0,0
"2147","2014","3080F","Total",2014,0,0
"2148","2014","3400F","Total",2014,0,0
"2149","2014","3600F","Total",2014,0,0
"2150","2014","3740F","Total",2014,0,0
