"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"2156",2014,"2014","Total","493002N",0,0
"2157",2014,"2014","Total","493003F",0,0
"2158",2014,"2014","Total","493004D",0,0
"2159",2014,"2014","Total","493005D",0,0
"2160",2014,"2014","Total","5188D",0,0
"2161",2014,"2014","Total","5189D",0,0
"2162",2014,"2014","Total","5286A",0,0
"2163",2014,"2014","Total","Unlabeled",0,0
"2164",2015,"2013","Total","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2165",2015,"2013","Total","1000N",0,0
"2166",2015,"2013","Total","1001N",0,0
"2167",2015,"2013","Total","1002N",0,0
"2168",2015,"2013","Total","1003N",0,0
"2169",2015,"2013","Total","1004A",0,0
"2170",2015,"2013","Total","1005A",0,0
"2171",2015,"2013","Total","1006A",0,0
"2172",2015,"2013","Total","1007F",0,0
"2173",2015,"2013","Total","1008F",0,0
"2174",2015,"2013","Total","1009F",0,0
"2175",2015,"2013","Total","1105N",0,0
"2176",2015,"2013","Total","1108N",0,0
"2177",2015,"2013","Total","1405N",0,0
"2178",2015,"2013","Total","1453N",0,0
"2179",2015,"2013","Total","2010A",0,0
"2180",2015,"2013","Total","2060A",0,0
"2181",2015,"2013","Total","2070A",0,0
"2182",2015,"2013","Total","3500F",0,0
"2183",2015,"2013","Total","3700F",0,0
"2184",2015,"2013","Total","3850F",0,0
"2185",2015,"2014","Base","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2186",2015,"2014","Base","1000N",0,1298063
"2187",2015,"2014","Base","1001N",0,739326
"2188",2015,"2014","Base","1002N",0,147812
"2189",2015,"2014","Base","1003N",0,89108
"2190",2015,"2014","Base","1004A",0,1971735
"2191",2015,"2014","Base","1005A",0,471007
"2192",2015,"2014","Base","1006A",0,818575
"2193",2015,"2014","Base","1007F",0,1316910
"2194",2015,"2014","Base","1008F",0,156087
"2195",2015,"2014","Base","1009F",0,249750
"2196",2015,"2014","Base","1105N",0,12755505
"2197",2015,"2014","Base","1108N",0,655109
"2198",2015,"2014","Base","1405N",0,1843966
"2199",2015,"2014","Base","1453N",0,27201971
"2200",2015,"2014","Base","2010A",0,40743257
"2201",2015,"2014","Base","2060A",0,7776498
"2202",2015,"2014","Base","2070A",0,4377563
"2203",2015,"2014","Base","3500F",0,28461705
"2204",2015,"2014","Base","3700F",0,1723159
"2205",2015,"2014","Base","3850F",0,3114421
"2206",2015,"2014","OCO","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2207",2015,"2014","OCO","1000N",0,0
"2208",2015,"2014","OCO","1001N",0,39735
"2209",2015,"2014","OCO","1002N",0,0
"2210",2015,"2014","OCO","1003N",0,0
"2211",2015,"2014","OCO","1004A",0,137573
"2212",2015,"2014","OCO","1005A",0,0
"2213",2015,"2014","OCO","1006A",0,0
"2214",2015,"2014","OCO","1007F",0,0
"2215",2015,"2014","OCO","1008F",0,0
"2216",2015,"2014","OCO","1009F",0,0
"2217",2015,"2014","OCO","1105N",0,777922
"2218",2015,"2014","OCO","1108N",0,15134
"2219",2015,"2014","OCO","1405N",0,20238
"2220",2015,"2014","OCO","1453N",0,558344
"2221",2015,"2014","OCO","2010A",0,5449725
"2222",2015,"2014","OCO","2060A",0,257064
"2223",2015,"2014","OCO","2070A",0,33352
"2224",2015,"2014","OCO","3500F",0,832862
"2225",2015,"2014","OCO","3700F",0,20432
"2226",2015,"2014","OCO","3850F",0,6919
"2227",2015,"2014","Total","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2228",2015,"2014","Total","1000N",1298063,0
"2229",2015,"2014","Total","1001N",779061,0
"2230",2015,"2014","Total","1002N",147812,0
"2231",2015,"2014","Total","1003N",89108,0
"2232",2015,"2014","Total","1004A",2109308,0
"2233",2015,"2014","Total","1005A",471007,0
"2234",2015,"2014","Total","1006A",818575,0
"2235",2015,"2014","Total","1007F",1316910,0
"2236",2015,"2014","Total","1008F",156087,0
"2237",2015,"2014","Total","1009F",249750,0
"2238",2015,"2014","Total","1105N",13533427,0
"2239",2015,"2014","Total","1108N",670243,0
"2240",2015,"2014","Total","1405N",1864204,0
"2241",2015,"2014","Total","1453N",27760315,0
"2242",2015,"2014","Total","2010A",46192982,0
"2243",2015,"2014","Total","2060A",8033562,0
"2244",2015,"2014","Total","2070A",4410915,0
"2245",2015,"2014","Total","3500F",29294567,0
"2246",2015,"2014","Total","3700F",1743591,0
"2247",2015,"2014","Total","3850F",3121340,0
"2248",2015,"2015","Base","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2249",2015,"2015","Base","1000N",0,0
"2250",2015,"2015","Base","1001N",0,0
"2251",2015,"2015","Base","1002N",0,0
"2252",2015,"2015","Base","1003N",0,0
"2253",2015,"2015","Base","1004A",0,0
"2254",2015,"2015","Base","1005A",0,0
"2255",2015,"2015","Base","1006A",0,0
"2256",2015,"2015","Base","1007F",0,0
"2257",2015,"2015","Base","1008F",0,0
"2258",2015,"2015","Base","1009F",0,0
"2259",2015,"2015","Base","1105N",0,0
"2260",2015,"2015","Base","1108N",0,0
"2261",2015,"2015","Base","1405N",0,0
"2262",2015,"2015","Base","1453N",0,0
"2263",2015,"2015","Base","2010A",0,0
"2264",2015,"2015","Base","2060A",0,0
"2265",2015,"2015","Base","2070A",0,0
"2266",2015,"2015","Base","3500F",0,0
"2267",2015,"2015","Base","3700F",0,0
"2268",2015,"2015","Base","3850F",0,0
"2269",2015,"2015","OCO","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2270",2015,"2015","OCO","1000N",0,0
"2271",2015,"2015","OCO","1001N",0,0
"2272",2015,"2015","OCO","1002N",0,0
"2273",2015,"2015","OCO","1003N",0,0
"2274",2015,"2015","OCO","1004A",0,0
"2275",2015,"2015","OCO","1005A",0,0
"2276",2015,"2015","OCO","1006A",0,0
"2277",2015,"2015","OCO","1007F",0,0
"2278",2015,"2015","OCO","1008F",0,0
"2279",2015,"2015","OCO","1009F",0,0
"2280",2015,"2015","OCO","1105N",0,0
"2281",2015,"2015","OCO","1108N",0,0
"2282",2015,"2015","OCO","1405N",0,0
"2283",2015,"2015","OCO","1453N",0,0
"2284",2015,"2015","OCO","2010A",0,0
"2285",2015,"2015","OCO","2060A",0,0
"2286",2015,"2015","OCO","2070A",0,0
"2287",2015,"2015","OCO","3500F",0,0
"2288",2015,"2015","OCO","3700F",0,0
"2289",2015,"2015","OCO","3850F",0,0
"2290",2015,"2015","Total","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"2291",2015,"2015","Total","1000N",0,0
"2292",2015,"2015","Total","1001N",0,0
"2293",2015,"2015","Total","1002N",0,0
"2294",2015,"2015","Total","1003N",0,0
"2295",2015,"2015","Total","1004A",0,0
"2296",2015,"2015","Total","1005A",0,0
"2297",2015,"2015","Total","1006A",0,0
"2298",2015,"2015","Total","1007F",0,0
"2299",2015,"2015","Total","1008F",0,0
"2300",2015,"2015","Total","1009F",0,0
"2301",2015,"2015","Total","1105N",0,0
"2302",2015,"2015","Total","1108N",0,0
"2303",2015,"2015","Total","1405N",0,0
"2304",2015,"2015","Total","1453N",0,0
"2305",2015,"2015","Total","2010A",0,0
"2306",2015,"2015","Total","2060A",0,0
"2307",2015,"2015","Total","2070A",0,0
"2308",2015,"2015","Total","3500F",0,0
"2309",2015,"2015","Total","3700F",0,0
"2310",2015,"2015","Total","3850F",0,0
"2311",2015,"2013","Total","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.",0,0
"2312",2015,"2013","Total","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.",0,0
"2313",2015,"2013","Total","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.",0,0
"2314",2015,"2013","Total","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.",0,0
"2315",2015,"2013","Total","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.",0,0
"2316",2015,"2013","Total","0100D",0,0
"2317",2015,"2013","Total","0104D",0,0
"2318",2015,"2013","Total","0105D",0,0
"2319",2015,"2013","Total","0107D",0,0
"2320",2015,"2013","Total","0111D",0,0
"2321",2015,"2013","Total","0114D",0,0
"2322",2015,"2013","Total","0118D",0,0
"2323",2015,"2013","Total","0130D",0,0
"2324",2015,"2013","Total","0134D",0,0
"2325",2015,"2013","Total","0145D",0,0
"2326",2015,"2013","Total","0300D",0,0
"2327",2015,"2013","Total","0303D",0,0
"2328",2015,"2013","Total","0350D",0,0
"2329",2015,"2013","Total","0360D",0,0
"2330",2015,"2013","Total","0390D",0,0
"2331",2015,"2013","Total","0400D",0,0
"2332",2015,"2013","Total","0460D",0,0
"2333",2015,"2013","Total","0513N",0,0
"2334",2015,"2013","Total","0810A",0,0
"2335",2015,"2013","Total","0810D",0,0
"2336",2015,"2013","Total","0810F",0,0
"2337",2015,"2013","Total","0810N",0,0
"2338",2015,"2013","Total","0811D",0,0
"2339",2015,"2013","Total","0819D",0,0
"2340",2015,"2013","Total","0833D",0,0
"2341",2015,"2013","Total","0838D",0,0
"2342",2015,"2013","Total","1106N",0,0
"2343",2015,"2013","Total","1107N",0,0
"2344",2015,"2013","Total","1109N",0,0
"2345",2015,"2013","Total","1319N",0,0
"2346",2015,"2013","Total","1506N",0,0
"2347",2015,"2013","Total","1507N",0,0
"2348",2015,"2013","Total","1508N",0,0
"2349",2015,"2013","Total","1611N",0,0
"2350",2015,"2013","Total","1804N",0,0
"2351",2015,"2013","Total","1806N",0,0
"2352",2015,"2013","Total","1810N",0,0
"2353",2015,"2013","Total","2020A",0,0
"2354",2015,"2013","Total","2031A",0,0
"2355",2015,"2013","Total","2032A",0,0
"2356",2015,"2013","Total","2033A",0,0
"2357",2015,"2013","Total","2034A",0,0
"2358",2015,"2013","Total","2035A",0,0
"2359",2015,"2013","Total","2040A",0,0
"2360",2015,"2013","Total","2065A",0,0
"2361",2015,"2013","Total","2080A",0,0
"2362",2015,"2013","Total","2091A",0,0
"2363",2015,"2013","Total","2093A",0,0
"2364",2015,"2013","Total","2096A",0,0
"2365",2015,"2013","Total","3010F",0,0
"2366",2015,"2013","Total","3011F",0,0
"2367",2015,"2013","Total","3020F",0,0
"2368",2015,"2013","Total","3080F",0,0
"2369",2015,"2013","Total","3400F",0,0
"2370",2015,"2013","Total","3600F",0,0
"2371",2015,"2013","Total","3740F",0,0
"2372",2015,"2013","Total","3840F",0,0
"2373",2015,"2013","Total","4557N",0,0
"2374",2015,"2013","Total","493001A",0,0
"2375",2015,"2013","Total","493002N",0,0
"2376",2015,"2013","Total","493003F",0,0
"2377",2015,"2013","Total","493004D",0,0
"2378",2015,"2013","Total","493005D",0,0
"2379",2015,"2013","Total","5098A",0,0
"2380",2015,"2013","Total","5188D",0,0
"2381",2015,"2013","Total","5189D",0,0
"2382",2015,"2013","Total","5751D",0,0
"2383",2015,"2013","Total","Unlabeled",0,0
"2384",2015,"2014","Base","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.",0,0
"2385",2015,"2014","Base","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.",0,0
"2386",2015,"2014","Base","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.",0,0
"2387",2015,"2014","Base","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.",0,0
"2388",2015,"2014","Base","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.",0,0
"2389",2015,"2014","Base","0100D",0,31147247
"2390",2015,"2014","Base","0104D",0,13606
"2391",2015,"2014","Base","0105D",0,1015885
"2392",2015,"2014","Base","0107D",0,316000
"2393",2015,"2014","Base","0111D",0,51031
"2394",2015,"2014","Base","0114D",0,0
"2395",2015,"2014","Base","0118D",0,0
"2396",2015,"2014","Base","0130D",0,34242546
"2397",2015,"2014","Base","0134D",0,500455
"2398",2015,"2014","Base","0145D",0,0
"2399",2015,"2014","Base","0300D",0,8510574
"2400",2015,"2014","Base","0303D",0,0
"2401",2015,"2014","Base","0350D",0,0
"2402",2015,"2014","Base","0360D",0,120270
"2403",2015,"2014","Base","0390D",0,2642157
"2404",2015,"2014","Base","0400D",0,17078221
"2405",2015,"2014","Base","0460D",0,246091
"2406",2015,"2014","Base","0513N",0,2244400
"2407",2015,"2014","Base","0810A",0,298815
"2408",2015,"2014","Base","0810D",0,10757
"2409",2015,"2014","Base","0810F",0,439820
"2410",2015,"2014","Base","0810N",0,316103
"2411",2015,"2014","Base","0811D",0,287443
"2412",2015,"2014","Base","0819D",0,109500
"2413",2015,"2014","Base","0833D",0,0
"2414",2015,"2014","Base","0838D",0,0
"2415",2015,"2014","Base","1106N",0,5389568
"2416",2015,"2014","Base","1107N",0,255317
"2417",2015,"2014","Base","1109N",0,2481916
"2418",2015,"2014","Base","1319N",0,14946329
"2419",2015,"2014","Base","1506N",0,32885588
"2420",2015,"2014","Base","1507N",0,6018314
"2421",2015,"2014","Base","1508N",0,1098632
"2422",2015,"2014","Base","1611N",0,30462728
"2423",2015,"2014","Base","1804N",0,35843728
"2424",2015,"2014","Base","1806N",0,1158382
"2425",2015,"2014","Base","1810N",0,11145236
"2426",2015,"2014","Base","2020A",0,30643894
"2427",2015,"2014","Base","2031A",0,9529782
"2428",2015,"2014","Base","2032A",0,3098982
"2429",2015,"2014","Base","2033A",0,3221622
"2430",2015,"2014","Base","2034A",0,2888134
"2431",2015,"2014","Base","2035A",0,9873816
"2432",2015,"2014","Base","2040A",0,7122681
"2433",2015,"2014","Base","2065A",0,6857530
"2434",2015,"2014","Base","2080A",0,2940936
"2435",2015,"2014","Base","2091A",0,0
"2436",2015,"2014","Base","2093A",0,0
"2437",2015,"2014","Base","2096A",0,0
"2438",2015,"2014","Base","3010F",0,20758360
"2439",2015,"2014","Base","3011F",0,1459354
"2440",2015,"2014","Base","3020F",0,8649074
"2441",2015,"2014","Base","3080F",0,33142336
"2442",2015,"2014","Base","3400F",0,33117642
"2443",2015,"2014","Base","3600F",0,23571637
"2444",2015,"2014","Base","3740F",0,3062207
"2445",2015,"2014","Base","3840F",0,6392304
"2446",2015,"2014","Base","4557N",0,642206
"2447",2015,"2014","Base","493001A",0,175158
"2448",2015,"2014","Base","493002N",0,0
"2449",2015,"2014","Base","493003F",0,61731
"2450",2015,"2014","Base","493004D",0,1365897
"2451",2015,"2014","Base","493005D",0,46428
"2452",2015,"2014","Base","5098A",0,0
"2453",2015,"2014","Base","5188D",0,30878
"2454",2015,"2014","Base","5189D",0,130276
"2455",2015,"2014","Base","5751D",0,0
"2456",2015,"2014","Base","Unlabeled",0,0
"2457",2015,"2014","OCO","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.",0,0
"2458",2015,"2014","OCO","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.",0,0
"2459",2015,"2014","OCO","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.",0,0
"2460",2015,"2014","OCO","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.",0,0
"2461",2015,"2014","OCO","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.",0,0
"2462",2015,"2014","OCO","0100D",0,6226678
"2463",2015,"2014","OCO","0104D",0,0
"2464",2015,"2014","OCO","0105D",0,376305
"2465",2015,"2014","OCO","0107D",0,10766
"2466",2015,"2014","OCO","0111D",0,0
"2467",2015,"2014","OCO","0114D",0,0
"2468",2015,"2014","OCO","0118D",0,0
"2469",2015,"2014","OCO","0130D",0,898701
"2470",2015,"2014","OCO","0134D",0,0
"2471",2015,"2014","OCO","0145D",0,0
"2472",2015,"2014","OCO","0300D",0,257894
"2473",2015,"2014","OCO","0303D",0,0
"2474",2015,"2014","OCO","0350D",0,2e+06
"2475",2015,"2014","OCO","0360D",0,0
"2476",2015,"2014","OCO","0390D",0,0
"2477",2015,"2014","OCO","0400D",0,78208
"2478",2015,"2014","OCO","0460D",0,0
"2479",2015,"2014","OCO","0513N",0,0
"2480",2015,"2014","OCO","0810A",0,0
"2481",2015,"2014","OCO","0810D",0,0
"2482",2015,"2014","OCO","0810F",0,0
"2483",2015,"2014","OCO","0810N",0,0
"2484",2015,"2014","OCO","0811D",0,0
"2485",2015,"2014","OCO","0819D",0,0
"2486",2015,"2014","OCO","0833D",0,0
"2487",2015,"2014","OCO","0838D",0,0
"2488",2015,"2014","OCO","1106N",0,3369815
"2489",2015,"2014","OCO","1107N",0,12534
"2490",2015,"2014","OCO","1109N",0,251968
"2491",2015,"2014","OCO","1319N",0,34426
"2492",2015,"2014","OCO","1506N",0,422352
"2493",2015,"2014","OCO","1507N",0,173000
"2494",2015,"2014","OCO","1508N",0,338724
"2495",2015,"2014","OCO","1611N",0,0
"2496",2015,"2014","OCO","1804N",0,8470808
"2497",2015,"2014","OCO","1806N",0,55700
"2498",2015,"2014","OCO","1810N",0,0
"2499",2015,"2014","OCO","2020A",0,32369249
"2500",2015,"2014","OCO","2031A",0,1338000
"2501",2015,"2014","OCO","2032A",0,257290
"2502",2015,"2014","OCO","2033A",0,0
"2503",2015,"2014","OCO","2034A",0,381800
"2504",2015,"2014","OCO","2035A",0,1307804
"2505",2015,"2014","OCO","2040A",0,13500
"2506",2015,"2014","OCO","2065A",0,130471
"2507",2015,"2014","OCO","2080A",0,34674
"2508",2015,"2014","OCO","2091A",0,4726720
"2509",2015,"2014","OCO","2093A",0,1758450
"2510",2015,"2014","OCO","2096A",0,199000
"2511",2015,"2014","OCO","3010F",0,377736
"2512",2015,"2014","OCO","3011F",0,275652
"2513",2015,"2014","OCO","3020F",0,48400
"2514",2015,"2014","OCO","3080F",0,5035692
"2515",2015,"2014","OCO","3400F",0,12746424
"2516",2015,"2014","OCO","3600F",0,9000
"2517",2015,"2014","OCO","3740F",0,32849
"2518",2015,"2014","OCO","3840F",0,22200
"2519",2015,"2014","OCO","4557N",0,0
"2520",2015,"2014","OCO","493001A",0,44732
"2521",2015,"2014","OCO","493002N",0,0
"2522",2015,"2014","OCO","493003F",0,88500
"2523",2015,"2014","OCO","493004D",0,0
"2524",2015,"2014","OCO","493005D",0,131678
"2525",2015,"2014","OCO","5098A",0,0
"2526",2015,"2014","OCO","5188D",0,0
"2527",2015,"2014","OCO","5189D",0,0
"2528",2015,"2014","OCO","5751D",0,0
"2529",2015,"2014","OCO","Unlabeled",0,0
"2530",2015,"2014","Total","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.",0,0
"2531",2015,"2014","Total","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.",0,0
"2532",2015,"2014","Total","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.",0,0
"2533",2015,"2014","Total","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.",0,0
"2534",2015,"2014","Total","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.",0,0
"2535",2015,"2014","Total","0100D",37373925,0
"2536",2015,"2014","Total","0104D",13606,0
"2537",2015,"2014","Total","0105D",1392190,0
"2538",2015,"2014","Total","0107D",326766,0
"2539",2015,"2014","Total","0111D",51031,0
"2540",2015,"2014","Total","0114D",0,0
"2541",2015,"2014","Total","0118D",0,0
"2542",2015,"2014","Total","0130D",35141247,0
"2543",2015,"2014","Total","0134D",500455,0
"2544",2015,"2014","Total","0145D",0,0
"2545",2015,"2014","Total","0300D",8768468,0
"2546",2015,"2014","Total","0303D",0,0
"2547",2015,"2014","Total","0350D",2e+06,0
"2548",2015,"2014","Total","0360D",120270,0
"2549",2015,"2014","Total","0390D",2642157,0
"2550",2015,"2014","Total","0400D",17156429,0
"2551",2015,"2014","Total","0460D",246091,0
"2552",2015,"2014","Total","0513N",2244400,0
"2553",2015,"2014","Total","0810A",298815,0
"2554",2015,"2014","Total","0810D",10757,0
"2555",2015,"2014","Total","0810F",439820,0
"2556",2015,"2014","Total","0810N",316103,0
"2557",2015,"2014","Total","0811D",287443,0
"2558",2015,"2014","Total","0819D",109500,0
"2559",2015,"2014","Total","0833D",0,0
"2560",2015,"2014","Total","0838D",0,0
"2561",2015,"2014","Total","1106N",8759383,0
"2562",2015,"2014","Total","1107N",267851,0
"2563",2015,"2014","Total","1109N",2733884,0
"2564",2015,"2014","Total","1319N",14980755,0
"2565",2015,"2014","Total","1506N",33307940,0
"2566",2015,"2014","Total","1507N",6191314,0
"2567",2015,"2014","Total","1508N",1437356,0
"2568",2015,"2014","Total","1611N",30462728,0
"2569",2015,"2014","Total","1804N",44314536,0
"2570",2015,"2014","Total","1806N",1214082,0
"2571",2015,"2014","Total","1810N",11145236,0
"2572",2015,"2014","Total","2020A",63013143,0
"2573",2015,"2014","Total","2031A",10867782,0
"2574",2015,"2014","Total","2032A",3356272,0
"2575",2015,"2014","Total","2033A",3221622,0
"2576",2015,"2014","Total","2034A",3269934,0
"2577",2015,"2014","Total","2035A",11181620,0
"2578",2015,"2014","Total","2040A",7136181,0
"2579",2015,"2014","Total","2065A",6988001,0
"2580",2015,"2014","Total","2080A",2975610,0
"2581",2015,"2014","Total","2091A",4726720,0
"2582",2015,"2014","Total","2093A",1758450,0
"2583",2015,"2014","Total","2096A",199000,0
"2584",2015,"2014","Total","3010F",21136096,0
"2585",2015,"2014","Total","3011F",1735006,0
"2586",2015,"2014","Total","3020F",8697474,0
"2587",2015,"2014","Total","3080F",38178028,0
"2588",2015,"2014","Total","3400F",45864066,0
"2589",2015,"2014","Total","3600F",23580637,0
"2590",2015,"2014","Total","3740F",3095056,0
"2591",2015,"2014","Total","3840F",6414504,0
"2592",2015,"2014","Total","4557N",642206,0
"2593",2015,"2014","Total","493001A",219890,0
"2594",2015,"2014","Total","493002N",0,0
"2595",2015,"2014","Total","493003F",150231,0
"2596",2015,"2014","Total","493004D",1365897,0
"2597",2015,"2014","Total","493005D",178106,0
"2598",2015,"2014","Total","5098A",0,0
"2599",2015,"2014","Total","5188D",30878,0
"2600",2015,"2014","Total","5189D",130276,0
"2601",2015,"2014","Total","5751D",0,0
"2602",2015,"2014","Total","Unlabeled",10187857,0
"2603",2015,"2015","Base","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.",0,0
"2604",2015,"2015","Base","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.",0,0
"2605",2015,"2015","Base","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.",0,0
"2606",2015,"2015","Base","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.",0,0
"2607",2015,"2015","Base","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.",0,0
"2608",2015,"2015","Base","0100D",0,0
"2609",2015,"2015","Base","0104D",0,0
"2610",2015,"2015","Base","0105D",0,0
"2611",2015,"2015","Base","0107D",0,0
"2612",2015,"2015","Base","0111D",0,0
"2613",2015,"2015","Base","0114D",0,0
"2614",2015,"2015","Base","0118D",0,0
"2615",2015,"2015","Base","0130D",0,0
"2616",2015,"2015","Base","0134D",0,0
"2617",2015,"2015","Base","0145D",0,0
"2618",2015,"2015","Base","0300D",0,0
"2619",2015,"2015","Base","0303D",0,0
"2620",2015,"2015","Base","0350D",0,0
"2621",2015,"2015","Base","0360D",0,0
"2622",2015,"2015","Base","0390D",0,0
"2623",2015,"2015","Base","0400D",0,0
"2624",2015,"2015","Base","0460D",0,0
"2625",2015,"2015","Base","0513N",0,0
"2626",2015,"2015","Base","0810A",0,0
"2627",2015,"2015","Base","0810D",0,0
"2628",2015,"2015","Base","0810F",0,0
"2629",2015,"2015","Base","0810N",0,0
"2630",2015,"2015","Base","0811D",0,0
"2631",2015,"2015","Base","0819D",0,0
"2632",2015,"2015","Base","0833D",0,0
"2633",2015,"2015","Base","0838D",0,0
"2634",2015,"2015","Base","1106N",0,0
"2635",2015,"2015","Base","1107N",0,0
"2636",2015,"2015","Base","1109N",0,0
"2637",2015,"2015","Base","1319N",0,0
"2638",2015,"2015","Base","1506N",0,0
"2639",2015,"2015","Base","1507N",0,0
"2640",2015,"2015","Base","1508N",0,0
"2641",2015,"2015","Base","1611N",0,0
"2642",2015,"2015","Base","1804N",0,0
"2643",2015,"2015","Base","1806N",0,0
"2644",2015,"2015","Base","1810N",0,0
"2645",2015,"2015","Base","2020A",0,0
"2646",2015,"2015","Base","2031A",0,0
"2647",2015,"2015","Base","2032A",0,0
"2648",2015,"2015","Base","2033A",0,0
"2649",2015,"2015","Base","2034A",0,0
"2650",2015,"2015","Base","2035A",0,0
"2651",2015,"2015","Base","2040A",0,0
"2652",2015,"2015","Base","2065A",0,0
"2653",2015,"2015","Base","2080A",0,0
"2654",2015,"2015","Base","2091A",0,0
"2655",2015,"2015","Base","2093A",0,0
"2656",2015,"2015","Base","2096A",0,0
"2657",2015,"2015","Base","3010F",0,0
"2658",2015,"2015","Base","3011F",0,0
"2659",2015,"2015","Base","3020F",0,0
"2660",2015,"2015","Base","3080F",0,0
"2661",2015,"2015","Base","3400F",0,0
"2662",2015,"2015","Base","3600F",0,0
"2663",2015,"2015","Base","3740F",0,0
"2664",2015,"2015","Base","3840F",0,0
"2665",2015,"2015","Base","4557N",0,0
"2666",2015,"2015","Base","493001A",0,0
"2667",2015,"2015","Base","493002N",0,0
"2668",2015,"2015","Base","493003F",0,0
"2669",2015,"2015","Base","493004D",0,0
"2670",2015,"2015","Base","493005D",0,0
"2671",2015,"2015","Base","5098A",0,0
"2672",2015,"2015","Base","5188D",0,0
"2673",2015,"2015","Base","5189D",0,0
"2674",2015,"2015","Base","5751D",0,0
"2675",2015,"2015","Base","Unlabeled",0,0
"2676",2015,"2015","OCO","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.",0,0
"2677",2015,"2015","OCO","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.",0,0
"2678",2015,"2015","OCO","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.",0,0
"2679",2015,"2015","OCO","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.",0,0
"2680",2015,"2015","OCO","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.",0,0
"2681",2015,"2015","OCO","0100D",0,0
"2682",2015,"2015","OCO","0104D",0,0
"2683",2015,"2015","OCO","0105D",0,0
"2684",2015,"2015","OCO","0107D",0,0
"2685",2015,"2015","OCO","0111D",0,0
"2686",2015,"2015","OCO","0114D",0,0
"2687",2015,"2015","OCO","0118D",0,0
"2688",2015,"2015","OCO","0130D",0,0
"2689",2015,"2015","OCO","0134D",0,0
"2690",2015,"2015","OCO","0145D",0,0
"2691",2015,"2015","OCO","0300D",0,0
"2692",2015,"2015","OCO","0303D",0,0
"2693",2015,"2015","OCO","0350D",0,0
"2694",2015,"2015","OCO","0360D",0,0
"2695",2015,"2015","OCO","0390D",0,0
"2696",2015,"2015","OCO","0400D",0,0
