"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"2181",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","120","120","133","Y","Y","U",2017,"Total",NA,NA,NA,1022064,NA
"2182",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","Servicewide Transportation","130","130","421","Y","Y","U",2017,"Total",NA,NA,NA,6396,NA
"2183",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Administration","140","140","431","Y","Y","U",2017,"Total",NA,NA,NA,68528,NA
"2184",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","150","150","432","Y","Y","U",2017,"Total",NA,NA,NA,76524,NA
"2185",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Manpower Management","160","160","433","Y","Y","U",2017,"Total",NA,NA,NA,7712,NA
"2186",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","170","170","434","Y","Y","U",2017,"Total",NA,NA,NA,245046,NA
"2187",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Real Estate Management","180","180","437","Y","Y","U",2017,"Total",NA,NA,NA,2961,NA
"2188",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Sustainment","010","010","110","Y","Y","U",2017,"Total",NA,NA,NA,2173341,NA
"2189",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Infrastructure","020","020","120","Y","Y","U",2017,"Total",NA,NA,NA,48262,NA
"2190",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Equipment and Transportation","030","030","130","Y","Y","U",2017,"Total",NA,NA,NA,76216,NA
"2191",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Training and Operations","040","040","140","Y","Y","U",2017,"Total",NA,NA,NA,220139,NA
"2192",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Sustainment","050","050","210","Y","Y","U",2017,"Total",NA,NA,NA,860441,NA
"2193",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Infrastructure","060","060","220","Y","Y","U",2017,"Total",NA,NA,NA,20837,NA
"2194",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Equipment and Transportation","070","070","230","Y","Y","U",2017,"Total",NA,NA,NA,8153,NA
"2195",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Training and Operations","080","080","240","Y","Y","U",2017,"Total",NA,NA,NA,41326,NA
"2196",2017,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","Sustainment","090","090","410","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2197",2017,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","Training and Operations","100","100","440","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2198",2017,"2097A","Iraq Train and Equip Fund","ARMY","01","Iraq Train and Equip Fund","Defense Forces","Iraq Train and Equip Fund","010","010","140","Y","Y","U",2017,"Total",NA,NA,NA,630000,NA
"2199",2017,"2098A","Syria Train and Equip Fund","ARMY","01","Syria Train and Equip Fund","Defense Forces","Syria Train and Equip Fund","010","010","140","Y","Y","U",2017,"Total",NA,NA,NA,250000,NA
"2200",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","Y","U",2017,"Total",NA,NA,NA,4955386,NA
"2201",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Fleet Air Training","020","020","1A2A","Y","Y","U",2017,"Total",NA,NA,NA,1722473,NA
"2202",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aviation Technical Data & Engineering Services","030","030","1A3A","Y","Y","U",2017,"Total",NA,NA,NA,52670,NA
"2203",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Air Operations and Safety Support","040","040","1A4A","Y","Y","U",2017,"Total",NA,NA,NA,102187,NA
"2204",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Air Systems Support","050","050","1A4N","Y","Y","U",2017,"Total",NA,NA,NA,605782,NA
"2205",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Maintenance","060","060","1A5A","Y","Y","U",2017,"Total",NA,NA,NA,1121675,NA
"2206",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Operations Support","070","070","1A6A","Y","Y","U",2017,"Total",NA,NA,NA,40088,NA
"2207",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aviation Logistics","080","080","1A9A","Y","Y","U",2017,"Total",NA,NA,NA,600249,NA
"2208",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Mission and Other Ship Operations","090","090","1B1B","Y","Y","U",2017,"Total",NA,NA,NA,4586163,NA
"2209",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Operations Support & Training","100","100","1B2B","Y","Y","U",2017,"Total",NA,NA,NA,761071,NA
"2210",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Depot Maintenance","110","110","1B4B","Y","Y","U",2017,"Total",NA,NA,NA,8071704,NA
"2211",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Depot Operations Support","120","120","1B5B","Y","Y","U",2017,"Total",NA,NA,NA,1575578,NA
"2212",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combat Communications","130","130","1C1C","Y","Y","U",2017,"Total",NA,NA,NA,579984,NA
"2213",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Electronic Warfare","140","140","1C2C","Y","Y","U",2017,"Total",NA,NA,NA,105680,NA
"2214",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Space Systems and Surveillance","150","150","1C3C","Y","Y","U",2017,"Total",NA,NA,NA,180406,NA
"2215",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Warfare Tactics","160","160","1C4C","Y","Y","U",2017,"Total",NA,NA,NA,492635,NA
"2216",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Operational Meteorology and Oceanography","170","170","1C5C","Y","Y","U",2017,"Total",NA,NA,NA,369637,NA
"2217",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combat Support Forces","180","180","1C6C","Y","Y","U",2017,"Total",NA,NA,NA,1727199,NA
"2218",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Equipment Maintenance","190","190","1C7C","Y","Y","U",2017,"Total",NA,NA,NA,125050,NA
"2219",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Depot Operations Support","200","200","1C8C","Y","Y","U",2017,"Total",NA,NA,NA,2509,NA
"2220",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combatant Commanders Core Operations","210","210","1CCH","Y","Y","U",2017,"Total",NA,NA,NA,91019,NA
"2221",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combatant Commanders Direct Mission Support","220","220","1CCM","Y","Y","U",2017,"Total",NA,NA,NA,74780,NA
"2222",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Cruise Missile","230","230","1D1D","Y","Y","U",2017,"Total",NA,NA,NA,106030,NA
"2223",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Fleet Ballistic Missile","240","240","1D2D","Y","Y","U",2017,"Total",NA,NA,NA,1233805,NA
"2224",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","In-Service Weapons Systems Support","250","250","1D3D","Y","Y","U",2017,"Total",NA,NA,NA,224025,NA
"2225",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Weapons Maintenance","260","260","1D4D","Y","Y","U",2017,"Total",NA,NA,NA,842314,NA
"2226",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Other Weapon Systems Support","270","270","1D7D","Y","Y","U",2017,"Total",NA,NA,NA,358010,NA
"2227",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Enterprise Information","280","280","BSIT","Y","Y","U",2017,"Total",NA,NA,NA,790685,NA
"2228",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","290","290","BSM1","Y","Y","U",2017,"Total",NA,NA,NA,1669831,NA
"2229",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Base Operating Support","300","300","BSS1","Y","Y","U",2017,"Total",NA,NA,NA,4425661,NA
"2230",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","Ship Prepositioning and Surge","310","310","2A1F","Y","Y","U",2017,"Total",NA,NA,NA,893517,NA
"2231",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","Ready Reserve Force","320","320","2A2F","Y","Y","U",2017,"Total",NA,NA,NA,274524,NA
"2232",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","Aircraft Activations/Inactivations","330","330","2B1G","Y","Y","U",2017,"Total",NA,NA,NA,8257,NA
"2233",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","Ship Activations/Inactivations","340","340","2B2G","Y","Y","U",2017,"Total",NA,NA,NA,288154,NA
"2234",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Expeditionary Health Services Systems","350","350","2C1H","Y","Y","U",2017,"Total",NA,NA,NA,104624,NA
"2235",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Industrial Readiness","360","360","2C2H","Y","Y","U",2017,"Total",NA,NA,NA,2109,NA
"2236",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Coast Guard Support","370","370","2C3H","Y","Y","U",2017,"Total",NA,NA,NA,183806,NA
"2237",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","380","380","3A1J","Y","Y","U",2017,"Total",NA,NA,NA,143815,NA
"2238",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","390","390","3A2J","Y","Y","U",2017,"Total",NA,NA,NA,8519,NA
"2239",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Reserve Officers Training Corps","400","400","3A3J","Y","Y","U",2017,"Total",NA,NA,NA,143445,NA
"2240",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","410","410","3B1K","Y","Y","U",2017,"Total",NA,NA,NA,742579,NA
"2241",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Flight Training","420","420","3B2K","Y","Y","U",2017,"Total",NA,NA,NA,5310,NA
"2242",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","430","430","3B3K","Y","Y","U",2017,"Total",NA,NA,NA,172852,NA
"2243",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","440","440","3B4K","Y","Y","U",2017,"Total",NA,NA,NA,222728,NA
"2244",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","450","450","3C1L","Y","Y","U",2017,"Total",NA,NA,NA,225647,NA
"2245",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","460","460","3C3L","Y","Y","U",2017,"Total",NA,NA,NA,130569,NA
"2246",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Civilian Education and Training","470","470","3C4L","Y","Y","U",2017,"Total",NA,NA,NA,73730,NA
"2247",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","480","480","3C5L","Y","Y","U",2017,"Total",NA,NA,NA,50400,NA
"2248",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","490","490","4A1M","Y","Y","U",2017,"Total",NA,NA,NA,921217,NA
"2249",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","External Relations","500","500","4A2M","Y","Y","U",2017,"Total",NA,NA,NA,15085,NA
"2250",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Civilian Manpower and Personnel Management","510","510","4A3M","Y","Y","U",2017,"Total",NA,NA,NA,124070,NA
"2251",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","520","520","4A4M","Y","Y","U",2017,"Total",NA,NA,NA,375176,NA
"2252",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","530","530","4A5M","Y","Y","U",2017,"Total",NA,NA,NA,287505,NA
"2253",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","540","540","4A6M","Y","Y","U",2017,"Total",NA,NA,NA,345525,NA
"2254",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Spectrum Relocation Pre-Auction","550","550","4A6S","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2255",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Medical Activities","560","560","4A8M","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2256",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Servicewide Transportation","570","570","4B1N","Y","Y","U",2017,"Total",NA,NA,NA,298359,NA
"2257",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Environmental Programs","580","580","4B2E","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2258",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Planning, Engineering and Design","590","590","4B2N","Y","Y","U",2017,"Total",NA,NA,NA,270863,NA
"2259",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","600","600","4B3N","Y","Y","U",2017,"Total",NA,NA,NA,1122027,NA
"2260",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Hull, Mechanical and Electrical Support","610","610","4B5N","Y","Y","U",2017,"Total",NA,NA,NA,49078,NA
"2261",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Combat/Weapons Systems","620","620","4B6N","Y","Y","U",2017,"Total",NA,NA,NA,24989,NA
"2262",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Space and Electronic Warfare Systems","630","630","4B7N","Y","Y","U",2017,"Total",NA,NA,NA,72966,NA
"2263",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","Naval Investigative Service","640","640","4C1P","Y","Y","U",2017,"Total",NA,NA,NA,597212,NA
"2264",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","International Headquarters and Agencies","700","700","4D1Q","Y","Y","U",2017,"Total",NA,NA,NA,4809,NA
"2265",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","710","710","4EMM","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2266",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Judgement Fund","720","720","4EPJ","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2267",2017,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","Y","U",2017,"Total",NA,NA,NA,533220,NA
"2268",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Operational Forces","010","010","1A1A","Y","Y","U",2017,"Total",NA,NA,NA,1378102,NA
"2269",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Field Logistics","020","020","1A2A","Y","Y","U",2017,"Total",NA,NA,NA,1213518,NA
"2270",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","030","030","1A3A","Y","Y","U",2017,"Total",NA,NA,NA,353783,NA
"2271",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","Maritime Prepositioning","040","040","1B1B","Y","Y","U",2017,"Total",NA,NA,NA,85276,NA
"2272",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration & Modernization","050","050","BSM1","Y","Y","U",2017,"Total",NA,NA,NA,632673,NA
"2273",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Base Operating Support","060","060","BSS1","Y","Y","U",2017,"Total",NA,NA,NA,2155202,NA
"2274",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","070","070","3A1C","Y","Y","U",2017,"Total",NA,NA,NA,15946,NA
"2275",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","080","080","3A2C","Y","Y","U",2017,"Total",NA,NA,NA,935,NA
"2276",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","090","090","3B1D","Y","Y","U",2017,"Total",NA,NA,NA,99305,NA
"2277",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","100","100","3B3D","Y","Y","U",2017,"Total",NA,NA,NA,45495,NA
"2278",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","110","110","3B4D","Y","Y","U",2017,"Total",NA,NA,NA,401729,NA
"2279",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","120","120","3C1F","Y","Y","U",2017,"Total",NA,NA,NA,165566,NA
"2280",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","130","130","3C2F","Y","Y","U",2017,"Total",NA,NA,NA,35133,NA
"2281",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","140","140","3C3F","Y","Y","U",2017,"Total",NA,NA,NA,23622,NA
"2282",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","150","150","4A3G","Y","Y","U",2017,"Total",NA,NA,NA,108334,NA
"2283",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","160","160","4A4G","Y","Y","U",2017,"Total",NA,NA,NA,355932,NA
"2284",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Acquisition and Program Management","180","180","4B3N","Y","Y","U",2017,"Total",NA,NA,NA,76896,NA
"2285",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","190","190","4EMM","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2286",2017,"1106N","Operation & Maintenance, Marine Corps","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","Y","U",2017,"Total",NA,NA,NA,51170,NA
"2287",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","Y","U",2017,"Total",NA,NA,NA,526190,NA
"2288",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Intermediate Maintenance","020","020","1A3A","Y","Y","U",2017,"Total",NA,NA,NA,6714,NA
"2289",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Maintenance","030","030","1A5A","Y","Y","U",2017,"Total",NA,NA,NA,102709,NA
"2290",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Operations Support","040","040","1A6A","Y","Y","U",2017,"Total",NA,NA,NA,389,NA
"2291",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aviation Logistics","050","050","1A9A","Y","Y","U",2017,"Total",NA,NA,NA,12711,NA
"2292",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Mission and Other Ship Operations","060","060","1B1B","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2293",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Ship Operations Support & Training","070","070","1B2B","Y","Y","U",2017,"Total",NA,NA,NA,560,NA
"2294",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Ship Depot Maintenance","080","080","1B4B","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2295",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","Combat Communications","090","090","1C1C","Y","Y","U",2017,"Total",NA,NA,NA,13173,NA
"2296",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","Combat Support Forces","100","100","1C6C","Y","Y","U",2017,"Total",NA,NA,NA,116296,NA
"2297",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","Weapons Maintenance","110","110","1D4D","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2298",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Enterprise Information","120","120","BSIT","Y","Y","U",2017,"Total",NA,NA,NA,27226,NA
"2299",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","130","130","BSMR","Y","Y","U",2017,"Total",NA,NA,NA,27571,NA
"2300",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Base Operating Support","140","140","BSSR","Y","Y","U",2017,"Total",NA,NA,NA,99166,NA
"2301",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","150","150","4A1M","Y","Y","U",2017,"Total",NA,NA,NA,1351,NA
"2302",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","160","160","4A4M","Y","Y","U",2017,"Total",NA,NA,NA,13251,NA
"2303",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","170","170","4A6M","Y","Y","U",2017,"Total",NA,NA,NA,3445,NA
"2304",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","180","180","4B3N","Y","Y","U",2017,"Total",NA,NA,NA,3169,NA
"2305",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","190","190","4EMM","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2306",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","Operating Forces","010","010","1A1A","Y","Y","U",2017,"Total",NA,NA,NA,96654,NA
"2307",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","020","020","1A3A","Y","Y","U",2017,"Total",NA,NA,NA,18594,NA
"2308",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","030","030","BSM1","Y","Y","U",2017,"Total",NA,NA,NA,25470,NA
"2309",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","Base Operating Support","040","040","BSS1","Y","Y","U",2017,"Total",NA,NA,NA,112354,NA
"2310",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","050","050","4A3G","Y","Y","U",2017,"Total",NA,NA,NA,902,NA
"2311",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","060","060","4A4G","Y","Y","U",2017,"Total",NA,NA,NA,11130,NA
"2312",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Recruiting and Advertising","070","070","4A6G","Y","Y","U",2017,"Total",NA,NA,NA,8833,NA
"2313",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","080","080","4EMM","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2314",2017,"0513N","Ship Modernization, Operations & Sustainment Fund","NAVY","01","Operating Forces","Servicewide Support","Ship Modernization, Operations & Sustainment Fund","010","010","041","Y","Y","U",2017,"Total",NA,NA,NA,0,NA
"2315",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Primary Combat Forces","010","010","011A","Y","Y","U",2017,"Total",NA,NA,NA,4633585,NA
"2316",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Combat Enhancement Forces","020","020","011C","Y","Y","U",2017,"Total",NA,NA,NA,2778066,NA
"2317",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Air Operations Training (OJT, Maintain Skills)","030","030","011D","Y","Y","U",2017,"Total",NA,NA,NA,1883035,NA
